object	cluster
MN769808.1	0
MN771103.1	0
MH649077.1	0
KP343860.1	1
KP343862.1	1
MZ825126.1	1
MN770426.1	1
MN770750.1	1
MN771027.1	1
MZ286268.1	1
MN770970.1	1
MN771024.1	1
MN770921.1	1
MN771029.1	1
MN771031.1	1
MN771036.1	1
MN770424.1	1
MN771026.1	1
MN771028.1	1
MZ286279.1	1
OK574409.1	1
MN770217.1	1
MN770944.1	1
MN770700.1	1
MN771045.1	1
MN771207.1	1
MN771211.1	1
OK574352.1	1
MN771198.1	1
MN771223.1	1
MN771229.1	1
MN771230.1	1
MN771242.1	1
MN771264.1	1
MN771266.1	1
MN771283.1	1
MN771288.1	1
MN771025.1	1
MN771219.1	1
MN770457.1	1
MN771218.1	1
MN771233.1	1
MN771259.1	1
MN771296.1	1
MN771302.1	1
MN771095.1	1
MN769926.1	1
MN769946.1	1
MN769983.1	1
MN770008.1	1
MN770508.1	1
MN770528.1	1
MN770644.1	1
MZ286260.1	1
MN770906.1	1
MN771241.1	1
MN771274.1	1
MN770647.1	1
MN771034.1	1
MN769857.1	1
MN769881.1	1
MN769900.1	1
MN770651.1	1
MN771032.1	1
MN769298.1	1
MN770409.1	1
MN770571.1	1
MN770709.1	1
MN769950.1	1
MN769995.1	1
MN771244.1	1
MN769524.1	1
MN769878.1	1
MN769915.1	1
MN769937.1	1
MN769957.1	1
MN769964.1	1
MN769979.1	1
MN771385.1	1
MN770800.1	1
MN770802.1	1
MN769874.1	1
MN769892.1	1
MN769896.1	1
MN769913.1	1
MN769920.1	1
MN769958.1	1
MN769962.1	1
MN770007.1	1
MN770019.1	1
MN770504.1	1
MN770614.1	1
MN770663.1	1
MN771309.1	1
MZ286212.1	1
MN770531.1	1
MN770592.1	1
MN770624.1	1
MN770661.1	1
MN770691.1	1
MN770720.1	1
MN770793.1	1
MN770960.1	1
MN769863.1	1
MN771222.1	1
MN770347.1	1
MN769901.1	1
MN770000.1	1
MN769041.1	2
MN769124.1	2
MN769752.1	2
OZ258778.1	2
OZ258990.1	2
MN769188.1	2
MN769195.1	2
MN769531.1	2
MN769057.1	2
MN769422.1	2
MN769628.1	2
MN770413.1	2
MN769369.1	2
MN769786.1	2
MN770315.1	2
MN769059.1	2
MN769189.1	2
MN769483.1	2
MN769753.1	2
MN770193.1	2
MN770195.1	2
MN770745.1	2
MN769559.1	2
MN769157.1	2
MN770323.1	2
MN771011.1	2
MN769076.1	2
MN769592.1	2
MN769036.1	2
MN769208.1	2
MN769637.1	2
MN769731.1	2
MN769051.1	2
MN769089.1	2
MN769444.1	2
MN769708.1	2
MN770324.1	2
MK139485.1	2
MN770590.1	2
MN770605.1	2
MN771360.1	2
MN769470.1	2
JX134044.1	2
MN769499.1	2
MN769589.1	2
MN769734.1	2
NC_020498.1	2
MN769066.1	2
MN769165.1	2
MN769419.1	2
MN769462.1	2
MN769627.1	2
MN769638.1	2
MN769645.1	2
MN769676.1	2
MN769679.1	2
MN769757.1	2
MN769815.1	2
MN769722.1	2
MN770068.1	2
MN770074.1	2
MN769283.1	2
MN770145.1	2
MN770152.1	2
MN769163.1	2
MN769331.1	2
MN769655.1	2
MN770631.1	2
MN770730.1	2
MN769692.1	2
MN769725.1	2
MN770062.1	2
MN770139.1	2
MN770612.1	2
MN769136.1	2
MN769244.1	2
MN769275.1	2
MN769590.1	2
MN770928.1	2
MN771082.1	2
MT783403.1	2
MN771154.1	2
MN770474.1	2
MN769492.1	2
MN769122.1	2
MN769396.1	2
MN770024.1	2
MN770790.1	2
MN769625.1	2
MN769394.1	2
MN769277.1	2
MN769803.1	2
MN769254.1	2
MN770112.1	3
MN770886.1	3
MN769985.1	3
MN769846.1	3
MN769869.1	3
MN769877.1	3
MN769948.1	3
MN770003.1	3
MN770018.1	3
MN771067.1	3
MN771319.1	3
MN770702.1	3
MN771326.1	3
MN771333.1	3
MN769903.1	3
MN769966.1	3
MN770199.1	3
MN770883.1	3
MN770891.1	3
MN769882.1	3
MN769894.1	3
MN769933.1	3
MN769938.1	3
MN769986.1	3
MN770006.1	3
MN770016.1	3
MN771322.1	3
MN771325.1	3
MN771327.1	3
MN771330.1	3
MN771048.1	3
MN771331.1	3
MZ286281.1	3
MN769968.1	3
MN769847.1	3
MN771316.1	3
MN771317.1	3
MN771318.1	3
MN771320.1	3
MN771321.1	3
MN771323.1	3
MN771324.1	3
MN771328.1	3
MN771332.1	3
MN770383.1	3
MN770202.1	3
MN770208.1	3
MN769403.1	3
MN769867.1	3
MN769889.1	3
MN769907.1	3
MN769934.1	3
MN769935.1	3
MN769956.1	3
MN770001.1	3
MN770012.1	3
MN769374.1	3
MN769710.1	3
MN769813.1	3
MN770890.1	3
MN770305.1	3
MN769285.1	3
MN770188.1	3
MN771329.1	3
MN770659.1	3
MN769380.1	3
MN769457.1	3
MN770325.1	3
MN769914.1	3
MN770185.1	3
MN770192.1	3
MN770252.1	3
MN770302.1	3
MN770080.1	3
MN770076.1	3
MN770113.1	3
MN769348.1	3
MN771187.1	3
MN771335.1	3
MN769972.1	3
MN769454.1	3
MN769593.1	3
MN769761.1	3
MN769093.1	3
MN769741.1	3
MN769031.1	3
MN769513.1	3
MN771506.1	3
KP343833.1	4
MN770357.1	4
MN770801.1	4
MN769746.1	4
MN769822.1	4
MN769998.1	4
OP985295.1	4
MN769851.1	4
MN769856.1	4
MN769885.1	4
MN769982.1	4
MN771069.1	4
MN771497.1	4
MN769522.1	4
MN769936.1	4
MN771059.1	4
MN769832.1	4
MN769833.1	4
MN769834.1	4
MN770425.1	4
MN771514.1	4
MN769480.1	4
MN769061.1	4
MN769146.1	4
MN769944.1	4
MN769849.1	4
MN769876.1	4
MN769883.1	4
MN769895.1	4
MN769916.1	4
MN769943.1	4
MN770004.1	4
MN770013.1	4
MN770177.1	4
MN770181.1	4
MN770572.1	4
MN770427.1	4
MN769991.1	4
MN770253.1	4
MN770485.1	4
MN770783.1	4
MN770673.1	4
MN770502.1	4
MN770591.1	4
MN770675.1	4
MN769910.1	4
MN771201.1	4
MN769842.1	4
MN769902.1	4
MN769905.1	4
MN770464.1	4
MN770374.1	4
MN770387.1	4
MN771203.1	4
MN769969.1	4
KY462770.1	4
NC_076162.1	4
MN770017.1	4
MN770964.1	4
MN771000.1	4
MN770055.1	4
MN770123.1	4
MN771388.1	4
MN770154.1	4
MN770580.1	4
MN770981.1	4
MN769854.1	4
MN769865.1	4
MN770023.1	4
MN769860.1	4
MN770025.1	4
MN770125.1	4
MN770057.1	4
MN771158.1	4
MH649204.1	4
KP343854.1	5
MN769330.1	5
MT506588.1	5
MZ286288.1	5
MN769838.1	5
MN769866.1	5
MN769879.1	5
MN770966.1	5
MN769214.1	5
MN769074.1	5
MN769032.1	5
MN769667.1	5
MN770119.1	5
MN770914.1	5
MN769617.1	5
MN769108.1	5
MN769203.1	5
MN769631.1	5
MN769687.1	5
MN769770.1	5
MN771304.1	5
MN771308.1	5
MN770351.1	5
MN770809.1	5
MZ286229.1	5
MN770717.1	5
MN769523.1	5
MN771006.1	5
MN771083.1	5
MN769424.1	5
MN770420.1	5
MN770509.1	5
MN770738.1	5
MN769543.1	5
MN770973.1	5
MN770975.1	5
MN770978.1	5
MN769565.1	5
MN769707.1	5
MN771478.1	5
MN770317.1	5
MN770471.1	5
MN770503.1	5
MN770974.1	5
MN769738.1	5
MN770314.1	5
MN770982.1	5
MN771005.1	5
MN771008.1	5
MN769082.1	5
MN769134.1	5
MN769273.1	5
MN769814.1	5
MN769095.1	5
MN769501.1	5
MN769427.1	5
KF764701.1	5
KF764702.1	5
NC_076135.1	5
MN769376.1	5
MN771169.1	5
MN770639.1	5
MN770976.1	5
MN771007.1	5
MN769069.1	5
MN769227.1	5
MN770469.1	5
MN769353.1	5
MN770782.1	5
MN769504.1	5
MN770951.1	5
MN771306.1	5
MN770561.1	5
MN769039.1	5
MN770170.1	6
MN770356.1	6
MN770884.1	6
MN770908.1	6
JX134045.1	6
MN770393.1	6
MN771407.1	6
MN769311.1	6
MN769366.1	6
MN769495.1	6
MN771168.1	6
MN770407.1	6
MN770449.1	6
MN771433.1	6
MN769362.1	6
MN769818.1	6
MN770515.1	6
MN770370.1	6
MN770320.1	6
MN769694.1	6
MN769744.1	6
MN771115.1	6
MN771130.1	6
MN770459.1	6
MN770755.1	6
MN770839.1	6
MN769586.1	6
AB041962.1	6
MN771081.1	6
NC_014089.1	6
MN770456.1	6
MN769428.1	6
MN769435.1	6
MN769551.1	6
MN769560.1	6
MN769636.1	6
MN769735.1	6
MN769736.1	6
MN769743.1	6
MN769758.1	6
MN769760.1	6
MN769817.1	6
MN770281.1	6
MN770844.1	6
MN771172.1	6
MN769599.1	6
MN769646.1	6
MN769110.1	6
OZ258790.1	6
OZ259002.1	6
MN770289.1	6
MN771096.1	6
MN769461.1	6
MN771084.1	6
MN771101.1	6
MN771437.1	6
MN770380.1	6
MN771182.1	6
MN769644.1	6
MN770541.1	7
OZ258697.1	7
OZ258909.1	7
MN769201.1	7
MN769035.1	7
MN769027.1	7
MN769043.1	7
MN769117.1	7
MN769137.1	7
MN770637.1	7
MN769768.1	7
MN770158.1	7
MN769321.1	7
OK574387.1	7
MN769115.1	7
MN770489.1	7
MZ286246.1	7
MN769600.1	7
MN769769.1	7
MN771126.1	7
MN769387.1	7
MN769711.1	7
OK574363.1	7
MZ286258.1	7
OZ258748.1	7
OZ258960.1	7
MN769685.1	7
MN769064.1	7
MN770345.1	7
MN771454.1	7
MN769078.1	7
MN769102.1	7
MN769443.1	7
MN769282.1	7
MN769634.1	7
MN771151.1	7
MN769763.1	7
MN769469.1	7
MN769414.1	7
MN771295.1	7
MN771311.1	7
MN769517.1	7
MN771253.1	7
MN769448.1	7
MN769670.1	7
MN769213.1	7
MN769750.1	7
MN770103.1	7
MN769147.1	7
MN771093.1	7
MN771092.1	7
MN769092.1	7
MN769390.1	7
MN769065.1	7
MN769777.1	7
MN771487.1	7
MN770622.1	7
MN769540.1	8
MN769563.1	8
MN771163.1	8
MN769154.1	8
MN770191.1	8
MN769258.1	8
MN769379.1	8
MN769781.1	8
MN769114.1	8
MN769269.1	8
MN769782.1	8
MN770198.1	8
MN769661.1	8
MN769190.1	8
MN769339.1	8
MN769090.1	8
MN769824.1	8
MN770047.1	8
MN770175.1	8
MN769333.1	8
MN769381.1	8
MN770390.1	8
MN771294.1	8
MN770369.1	8
MN770847.1	8
MZ286249.1	8
MN769611.1	8
MN770823.1	8
MN769177.1	8
MN769453.1	8
MN770447.1	8
MN769186.1	8
MN769406.1	8
MN769328.1	8
MN769455.1	8
MN769456.1	8
MN769709.1	8
MN769662.1	8
MN769751.1	8
MW455430.1	8
MZ286230.1	8
MN769430.1	8
MN771313.1	8
MN769378.1	8
MN769621.1	8
MN769545.1	8
MN771455.1	8
MN769476.1	8
MN769338.1	8
MN769280.1	8
MN769451.1	8
MN771426.1	8
MN769783.1	8
MH649241.1	8
MH649223.1	9
KP343850.1	9
MN769648.1	9
MN769140.1	9
MN769514.1	9
MN770219.1	9
MN770805.1	9
MN771004.1	9
MZ286286.1	9
OZ258626.1	9
OZ258838.1	9
MN770230.1	9
MZ286252.1	9
MN770497.1	9
MN771078.1	9
MN771100.1	9
MN770819.1	9
MN769245.1	9
MN770472.1	9
MN769737.1	9
MN769029.1	9
MN769101.1	9
MN769620.1	9
MN770429.1	9
MN770576.1	9
MN770926.1	9
MN771509.1	9
MN770938.1	9
MN771510.1	9
MZ286291.1	9
MN769713.1	9
MZ286267.1	9
MZ286259.1	9
MN770806.1	9
MN771275.1	9
MN770431.1	9
MN771347.1	9
MN770115.1	9
MH649083.1	9
MN770070.1	9
MN771284.1	9
MZ286247.1	9
MH648982.1	9
NC_075376.1	9
MZ286082.1	9
MH649087.1	9
MN770998.1	10
MN770514.1	10
MN770301.1	10
MZ286233.1	10
MN771395.1	10
MN769206.1	10
MN770779.1	10
MN771197.1	10
MN770287.1	10
MN770285.1	10
MN770105.1	10
MN769106.1	10
MN771500.1	10
MN770366.1	10
MN770412.1	10
MN771276.1	10
MN769410.1	10
MN771114.1	10
MN770100.1	10
MN771225.1	10
MN771282.1	10
MN771285.1	10
MN771015.1	10
MN769289.1	10
MH017547.1	10
MH017546.1	10
NC_076233.1	10
MN769358.1	10
MN770153.1	10
MN771189.1	10
MN769614.1	10
MN769346.1	10
MN769174.1	10
MN769194.1	10
MN769405.1	10
MN769604.1	10
MN769681.1	10
MN771159.1	10
MN771133.1	10
MN769063.1	10
MN769509.1	10
MN770251.1	10
MN769825.1	10
MN770286.1	10
MN770349.1	11
MN770640.1	11
MN770623.1	11
OZ258797.1	11
OZ259009.1	11
MN769828.1	11
MN770284.1	11
MN770288.1	11
MN770837.1	11
MN770333.1	11
MN770382.1	11
MN770536.1	11
MN769407.1	11
MN770296.1	11
MN770849.1	11
MN770851.1	11
MN769519.1	11
MN770292.1	11
MN770313.1	11
MN769925.1	11
MN769502.1	11
MN769572.1	11
MN769622.1	11
MN769720.1	11
MN770341.1	11
MN770397.1	11
MN770450.1	11
MN770542.1	11
MN770547.1	11
MN770582.1	11
MN771206.1	11
MN769118.1	11
MN769121.1	11
MN769654.1	11
MN769340.1	11
MH017556.1	11
MH017557.1	11
MH017562.1	11
MN770403.1	11
MH017558.1	11
MH017559.1	11
MN771440.1	11
MN771412.1	11
MN770931.1	11
MZ286207.1	12
MN769789.1	12
MN770990.1	12
MN769150.1	12
JX134046.1	12
NC_076131.1	12
MN769170.1	12
MN770250.1	12
MN770275.1	12
MN770340.1	12
MZ286269.1	12
MN769047.1	12
MN769138.1	12
MN769164.1	12
MN769512.1	12
MW455377.1	12
MN771377.1	12
MN769703.1	12
MN769804.1	12
MN771501.1	12
MZ286190.1	12
MN770989.1	12
MN770465.1	12
MN770754.1	12
MN770352.1	12
MN770385.1	12
MN771086.1	12
MN770246.1	12
MN771053.1	12
MN769278.1	12
MN771408.1	12
MN771118.1	12
MZ286236.1	12
MN771052.1	12
MN771062.1	12
MN771404.1	12
MN769632.1	12
MN770959.1	12
MN771481.1	12
MN770294.1	12
MZ286065.1	12
MZ286034.1	12
MN769155.1	12
MH649256.1	13
OZ258652.1	13
OZ258864.1	13
PP374828.1	13
OR148955.1	13
OR148953.1	13
OZ258692.1	13
OZ258904.1	13
MH649179.1	13
MW679003.1	13
MZ286208.1	13
OP985294.1	13
MZ286216.1	13
MW455345.1	13
MH648969.1	13
OP985293.1	13
MN765196.1	13
MZ286099.1	13
MZ286169.1	13
MZ286220.1	13
MZ286046.1	13
MZ286042.1	13
MZ286170.1	13
MZ286125.1	13
MZ286211.1	13
MW455396.1	13
MZ286178.1	13
MZ286014.1	13
MZ286051.1	13
MZ285976.1	13
MZ285995.1	13
MZ286012.1	13
MW455371.1	13
MZ286105.1	13
MZ286145.1	13
MZ285965.1	13
MZ286031.1	13
MZ286078.1	13
MH649142.1	13
MH648976.1	13
MH649037.1	13
MH648913.1	14
OZ258670.1	14
OZ258693.1	14
OZ258882.1	14
OZ258905.1	14
OZ258620.1	14
OZ258701.1	14
OZ258832.1	14
OZ258913.1	14
MH649070.1	14
MN768563.1	14
OZ258632.1	14
OZ258844.1	14
MZ286098.1	14
MZ285969.1	14
MZ286109.1	14
MN768562.1	14
MN768567.1	14
MW455439.1	14
MN768565.1	14
MZ286002.1	14
MH649144.1	14
MN768564.1	14
MZ286183.1	14
MZ286008.1	14
KP343839.1	14
MZ286122.1	14
MN768568.1	14
MN768566.1	14
MW455367.1	14
MZ286003.1	14
MZ285994.1	14
MW455349.1	14
MW455433.1	14
MZ286185.1	14
MZ285989.1	14
MZ286186.1	14
MW455372.1	14
MZ286045.1	14
MH649085.1	14
MH649143.1	14
MN769301.1	15
MN769327.1	15
MN769452.1	15
MN769503.1	15
MN771119.1	15
MN770262.1	15
MN770695.1	15
MN770965.1	15
MN771022.1	15
MN771270.1	15
MN770713.1	15
MN770480.1	15
MN770408.1	15
MN770463.1	15
MN770677.1	15
MN770858.1	15
MN771262.1	15
MN770479.1	15
MN770512.1	15
MN770550.1	15
MN770573.1	15
MN770575.1	15
MN770599.1	15
MN770666.1	15
MN770759.1	15
MN769629.1	15
MN769997.1	15
MN769187.1	15
MN769423.1	15
MN769906.1	15
MN769546.1	15
MN770260.1	15
MN770264.1	15
MN770271.1	15
MN770274.1	15
MN770276.1	15
MN771123.1	15
MN771160.1	15
MN771188.1	15
MN770326.1	15
MN770261.1	15
MZ286156.1	16
MH649242.1	16
MZ286205.1	16
PP374834.1	16
OZ258664.1	16
OZ258876.1	16
MT501648.1	16
MT501645.1	16
MT501652.1	16
OZ258660.1	16
OZ258872.1	16
MZ286092.1	16
PP374833.1	16
MW455438.1	16
MW455383.1	16
MH649092.1	16
MZ286023.1	16
MZ286158.1	16
MH649156.1	16
MH649208.1	16
MH649258.1	16
MH648958.1	16
MW455375.1	16
MZ286094.1	16
MH648901.1	16
MW455369.1	16
PQ438050.1	16
MZ286222.1	16
MW455356.1	16
MZ286107.1	16
MZ286188.1	16
MZ285964.1	16
MW455423.1	16
MW455359.1	16
MW455443.1	16
MZ286151.1	16
MW455385.1	16
MW455404.1	16
MH649129.1	16
MH648950.1	16
KP343818.1	17
MN770342.1	17
MN770586.1	17
MN770777.1	17
KM259873.1	17
NC_025726.1	17
MN770594.1	17
MN769103.1	17
MN770279.1	17
MN770373.1	17
MN770690.1	17
MN769397.1	17
MN770553.1	17
MN770772.1	17
MN771232.1	17
MN771292.1	17
MN770534.1	17
MN770776.1	17
MN769623.1	17
MN770929.1	17
MN769281.1	17
MN769518.1	17
MN769125.1	17
MN769836.1	17
OK574402.1	17
MN770537.1	17
MN770283.1	17
MN770149.1	17
MN770706.1	17
MN770280.1	17
MN770321.1	17
MN770787.1	17
MN770607.1	17
MN769436.1	17
MN769529.1	17
MN769318.1	17
MN769671.1	17
MN769660.1	17
MN769673.1	17
MH648957.1	17
MN770905.1	18
MN770174.1	18
MN770848.1	18
MN770609.1	18
MN770735.1	18
MN770602.1	18
MN770701.1	18
MN770557.1	18
MN770555.1	18
MN770876.1	18
MN770752.1	18
MN770415.1	18
MN770569.1	18
MN770596.1	18
MN770654.1	18
MN770737.1	18
MN770854.1	18
MN769337.1	18
MN769322.1	18
MN771310.1	18
OK574439.1	18
MN769993.1	18
MN770554.1	18
MN770337.1	18
MN770368.1	18
MN770394.1	18
MN770568.1	18
MN770354.1	18
MN770364.1	18
MN770864.1	18
OK574422.1	18
MN770348.1	18
MN770361.1	18
MN770400.1	18
MN770350.1	18
MN770143.1	19
MN770151.1	19
MN769465.1	19
MN770660.1	19
MN771423.1	19
MN769805.1	19
MN769335.1	19
MN769747.1	19
MN771098.1	19
MN771104.1	19
MN769656.1	19
MN769506.1	19
MN771150.1	19
KM259874.1	19
MN770065.1	19
NC_025727.1	19
MN769033.1	19
MN769160.1	19
MN769198.1	19
MN769239.1	19
MN769521.1	19
MN769740.1	19
MN769775.1	19
MN769823.1	19
MN771020.1	19
MN771021.1	19
MN770778.1	19
MN771144.1	19
OK574375.1	19
MN769633.1	19
MN769716.1	19
MN771435.1	19
MN771068.1	19
MN771483.1	19
MN770448.1	19
MH649122.1	20
OZ258672.1	20
OZ258884.1	20
AY823989.1	20
OP168886.1	20
PP374832.1	20
OZ258617.1	20
OZ258829.1	20
MW455389.1	20
MZ286097.1	20
MZ286215.1	20
KJ194502.1	20
MT783404.1	20
MH649137.1	20
MZ286182.1	20
MZ286128.1	20
MZ286073.1	20
MZ286118.1	20
MZ286010.1	20
MZ286114.1	20
MZ286102.1	20
MW455390.1	20
MZ286123.1	20
MW455447.1	20
MZ285974.1	20
MW455418.1	20
KP343840.1	20
MZ286075.1	20
MW455420.1	20
MZ286162.1	20
MZ286063.1	20
MZ286119.1	20
MH649039.1	20
MH649038.1	20
MN769300.1	21
MN769921.1	21
MN770102.1	21
MN770085.1	21
MN770437.1	21
MN769493.1	21
MN770331.1	21
MN770626.1	21
MN770768.1	21
MN770979.1	21
MN769426.1	21
MN769497.1	21
MN769544.1	21
MN769765.1	21
MN770574.1	21
MN769845.1	21
MN769107.1	21
MN769527.1	21
MN769652.1	21
MN770083.1	21
MN770584.1	21
MN770762.1	21
MN769342.1	21
MN771099.1	21
MN769094.1	21
MN769643.1	21
MN770977.1	21
MN770984.1	21
MN769056.1	21
MN769105.1	21
MN769835.1	21
MN770829.1	21
MN769226.1	21
MN769062.1	21
MN770131.1	22
MN770173.1	22
MN770643.1	22
MN771177.1	22
OZ258763.1	22
OZ258975.1	22
MN770521.1	22
MN770670.1	22
MN770756.1	22
MN769042.1	22
MN769717.1	22
MN769844.1	22
MN770169.1	22
MN769046.1	22
MN769127.1	22
MN769217.1	22
MN769821.1	22
MN770282.1	22
MN770290.1	22
MN770291.1	22
MN770316.1	22
MN770319.1	22
MN770473.1	22
MN769250.1	22
MN771498.1	22
MN770527.1	22
MN770063.1	22
MN769382.1	22
MN769583.1	22
MN770225.1	22
MN769385.1	22
MN771179.1	22
MN769837.1	22
MN770142.1	22
MN769939.1	23
MN770786.1	23
OZ258731.1	23
OZ258943.1	23
MN770562.1	23
MN770606.1	23
MN770739.1	23
MN770765.1	23
MN770925.1	23
MN769598.1	23
MN770300.1	23
MN770304.1	23
MN770310.1	23
MN770461.1	23
MN770785.1	23
MN769558.1	23
MN771167.1	23
MN769597.1	23
OZ258810.1	23
OZ259022.1	23
MN771128.1	23
MN769350.1	23
MN770421.1	23
MN769248.1	23
MN769467.1	23
MN769496.1	23
MN769584.1	23
MN769831.1	23
MN769352.1	23
KX810063.1	23
MN769054.1	23
MN769081.1	23
NC_076155.1	23
MZ286070.1	24
KM593802.2	24
KM593803.2	24
MZ286016.1	24
MZ286152.1	24
MZ286079.1	24
MZ286057.1	24
MZ286049.1	24
KP343838.1	24
KP343842.1	24
MZ286013.1	24
MH648893.1	24
MW455387.1	24
MW455380.1	24
MW455414.1	24
MZ286218.1	24
MH648916.1	24
MZ286144.1	24
MZ286018.1	24
MW455350.1	24
MZ286115.1	24
MZ285975.1	24
MH648997.1	24
MZ286179.1	24
MW455355.1	24
MZ286077.1	24
MZ286168.1	24
MK820646.1	24
MZ286146.1	24
MZ285984.1	24
MZ285985.1	24
MZ286035.1	24
OZ258785.1	25
OZ258997.1	25
MH017570.1	25
MH017571.1	25
MH017572.1	25
MH017573.1	25
MH017574.1	25
MH017575.1	25
MH017576.1	25
MH017577.1	25
MH017578.1	25
MH017579.1	25
MH017580.1	25
MH017581.1	25
MH017582.1	25
MH017583.1	25
MH017584.1	25
MH017585.1	25
MH017586.1	25
MH017587.1	25
OZ258744.1	25
OZ258956.1	25
MZ285968.1	25
MW455432.1	25
KP343845.1	25
MW455441.1	25
MZ286043.1	25
MW455416.1	25
MZ286160.1	25
MZ286029.1	25
MN769434.1	26
MN770435.1	26
MN770668.1	26
MN770686.1	26
MN769253.1	26
MN769672.1	26
MN769764.1	26
MW455427.1	26
MN769080.1	26
MN769299.1	26
MN769537.1	26
MN770658.1	26
MN769564.1	26
MN769237.1	26
MN769295.1	26
MN769408.1	26
MN770834.1	26
MN771148.1	26
MN771176.1	26
MN771493.1	26
MN771489.1	26
MN769928.1	26
MN769745.1	26
MN769973.1	26
MN769891.1	26
MN769929.1	26
MN771508.1	26
MN770096.1	26
MN770495.1	26
MN770267.1	26
MN770740.1	27
MN770949.1	27
MN769087.1	27
MN769113.1	27
MN769345.1	27
MN769445.1	27
MN769458.1	27
MN769539.1	27
MN769664.1	27
MN769728.1	27
MN769830.1	27
MN770795.1	27
MN769158.1	27
MN769779.1	27
MN769139.1	27
MN769249.1	27
MN770711.1	27
MN769684.1	27
MN769053.1	27
MN769218.1	27
MN769243.1	27
MN769601.1	27
MN769607.1	27
MN769037.1	27
MN769257.1	27
MN769729.1	27
MN769149.1	27
MN769272.1	27
MN771023.1	28
MZ286133.1	28
MN769142.1	28
MN769615.1	28
MN769510.1	28
MN771257.1	28
MN769705.1	28
MN769290.1	28
MN770037.1	28
MN770038.1	28
MN770529.1	28
MN769612.1	28
MN770204.1	28
MN771287.1	28
MN771350.1	28
MN771161.1	28
MN770379.1	28
MN769784.1	28
MN771208.1	28
MN771210.1	28
MN771240.1	28
MN771205.1	28
MN769373.1	28
MN771162.1	28
MN771209.1	28
MN769562.1	28
MN771301.1	28
MW455403.1	28
MN769372.1	29
MN769640.1	29
MN770180.1	29
MN769172.1	29
MN769642.1	29
MN769232.1	29
MN770052.1	29
MN770328.1	29
MN769606.1	29
MN769683.1	29
MN770904.1	29
MN769466.1	29
MN769487.1	29
MN770308.1	29
MN769749.1	29
MN769347.1	29
MN769377.1	29
MN769555.1	29
MN770211.1	29
MN770212.1	29
MN770210.1	29
MN770258.1	29
MN770749.1	29
MN769733.1	29
MN770168.1	29
MN771140.1	29
MN769478.1	29
MN769132.1	29
MH649228.1	30
MH649183.1	30
MZ286231.1	30
MZ286253.1	30
MN770216.1	30
MN770218.1	30
MN770231.1	30
MN770232.1	30
MN769344.1	30
MN769489.1	30
MN770961.1	30
MN769182.1	30
MN769587.1	30
MN769580.1	30
MN770059.1	30
MH649125.1	30
MN771243.1	30
MN770585.1	30
MN770616.1	30
MN770674.1	30
MH649189.1	30
MW455354.1	30
MH649224.1	30
MN771071.1	30
MH649040.1	30
MH649009.1	30
MN769351.1	31
MN769364.1	31
MN769468.1	31
MN769721.1	31
OZ258769.1	31
OZ258981.1	31
OZ258807.1	31
OZ259019.1	31
MN770011.1	31
MN769841.1	31
MN769898.1	31
MN770338.1	31
MN770988.1	31
MN771002.1	31
MN770144.1	31
MN770087.1	31
MN770880.1	31
MN770881.1	31
MN770882.1	31
MN770892.1	31
MN770893.1	31
MN770887.1	31
