object	cluster
MN770400.1	22
MN771097.1	23
MN770627.1	23
MN769446.1	23
MN771462.1	23
MN769954.1	23
MN770335.1	23
MZ286219.1	23
MW455428.1	23
MN770048.1	23
MN769355.1	23
MN769386.1	23
MN770117.1	23
MN769530.1	23
KM259874.1	24
NC_025727.1	24
MN769033.1	24
MN769160.1	24
MN769198.1	24
MN769239.1	24
MN769521.1	24
MN769740.1	24
MN769775.1	24
MN769823.1	24
MN771020.1	24
MN771021.1	24
MN771483.1	24
MN770653.1	25
MN770746.1	25
MN770665.1	25
MN770549.1	25
MN770540.1	25
MN770799.1	25
MN770492.1	25
MN770551.1	25
MN770615.1	25
MN770460.1	25
MN770796.1	25
MN770804.1	25
MN770718.1	25
MN770966.1	26
MN770314.1	26
MN770982.1	26
MN771005.1	26
MN771008.1	26
MN771169.1	26
MN770639.1	26
MN770976.1	26
MN771007.1	26
MN770469.1	26
MN769353.1	26
MN770782.1	26
MN770700.1	27
MN771045.1	27
MN771207.1	27
MN771211.1	27
MN771219.1	27
MN771218.1	27
MN771233.1	27
MN771259.1	27
MN771296.1	27
MN771302.1	27
MN771309.1	27
MN771222.1	27
MN769350.1	28
MN770421.1	28
MN769248.1	28
MN769467.1	28
MN769496.1	28
MN769584.1	28
MN769831.1	28
MN769352.1	28
KX810063.1	28
MN769054.1	28
MN769081.1	28
NC_076155.1	28
MN769185.1	29
MN769072.1	29
MN769485.1	29
MN769520.1	29
MN769827.1	29
MN770681.1	29
MN770106.1	29
MN769450.1	29
MN771088.1	29
MN769085.1	29
MN769320.1	29
MN770050.1	29
OZ258793.1	30
OZ259005.1	30
MN769211.1	30
MN769700.1	30
MN769420.1	30
MN769669.1	30
MN769718.1	30
MN769048.1	30
MN769199.1	30
MN769391.1	30
OZ258764.1	30
OZ258976.1	30
MN769190.1	31
MN769339.1	31
MN769090.1	31
MN770047.1	31
MN770175.1	31
MN769381.1	31
MN769611.1	31
MN769455.1	31
MN769621.1	31
MN769451.1	31
MN771426.1	31
MN769783.1	31
MN770781.1	32
MN769409.1	32
MN770543.1	32
MN770679.1	32
MN770775.1	32
MK212031.1	32
NC_076339.1	32
MN770477.1	32
MN770780.1	32
MN770797.1	32
MN770915.1	32
MN771149.1	32
MN770998.1	33
MN771395.1	33
MN769410.1	33
MN771114.1	33
MN769174.1	33
MN769194.1	33
MN769405.1	33
MN769604.1	33
MN769681.1	33
MN771133.1	33
MN769509.1	33
MN769825.1	33
OZ258769.1	34
OZ258981.1	34
MN770144.1	34
MN770087.1	34
MN770880.1	34
MN770881.1	34
MN770882.1	34
MN770892.1	34
MN770893.1	34
MN770887.1	34
MN771476.1	34
MN770167.1	34
MN769407.1	35
MN770296.1	35
MN770849.1	35
MN770851.1	35
MN770292.1	35
MH017556.1	35
MH017557.1	35
MH017562.1	35
MH017560.1	35
MH017561.1	35
MH017558.1	35
MH017559.1	35
MN769874.1	36
MN769892.1	36
MN769896.1	36
MN769913.1	36
MN769920.1	36
MN769958.1	36
MN769962.1	36
MN770007.1	36
MN770019.1	36
MN770504.1	36
MZ286212.1	36
MN770000.1	36
MN770395.1	37
MN770478.1	37
MN770486.1	37
MN770621.1	37
MN770453.1	37
MN770523.1	37
MN770693.1	37
MN770716.1	37
MN770744.1	37
MN770513.1	37
MN770530.1	37
MN770567.1	37
MN770044.1	38
MN770082.1	38
MN770748.1	38
MN771132.1	38
MN770186.1	38
MN770205.1	38
MN770295.1	38
OZ258773.1	38
OZ258985.1	38
MN770107.1	38
MN770617.1	38
MN771079.1	38
MN769027.1	39
MN769043.1	39
MN769117.1	39
MN770637.1	39
MN769387.1	39
MN769064.1	39
MN769078.1	39
MN769102.1	39
MN769443.1	39
MN769213.1	39
MN769750.1	39
MN769065.1	39
MN769087.1	40
MN769113.1	40
MN769345.1	40
MN769445.1	40
MN769458.1	40
MN769539.1	40
MN769664.1	40
MN769728.1	40
MN769830.1	40
MN770795.1	40
MN769272.1	40
MN769480.1	41
MN769061.1	41
MN769146.1	41
MN769944.1	41
MN769849.1	41
MN769883.1	41
MN769895.1	41
MN769943.1	41
MN770177.1	41
MN770427.1	41
MN770025.1	41
KM259873.1	42
MN770336.1	42
NC_025726.1	42
MN770594.1	42
MN770373.1	42
MN770690.1	42
MN769397.1	42
MN770553.1	42
MN770772.1	42
KP343835.1	42
MH649186.1	42
MN769997.1	43
MN769187.1	43
MN769423.1	43
MN769906.1	43
MN769546.1	43
MN770260.1	43
MN770264.1	43
MN770271.1	43
MN770274.1	43
MN770276.1	43
MN770261.1	43
MZ286152.1	44
KP343838.1	44
MW455380.1	44
MW455414.1	44
MZ286218.1	44
MZ286018.1	44
MW455350.1	44
MZ286115.1	44
MZ285975.1	44
MZ286168.1	44
MZ286146.1	44
MN769966.1	45
MN770199.1	45
MN770883.1	45
MN770891.1	45
MN769882.1	45
MN769894.1	45
MN769933.1	45
MN769938.1	45
MN769986.1	45
MN770006.1	45
MN770016.1	45
MN769221.1	46
MN771135.1	46
MN771174.1	46
OZ258707.1	46
OZ258919.1	46
MN770329.1	46
MN770510.1	46
MN771443.1	46
MN771477.1	46
MN771507.1	46
MN771390.1	46
MN769939.1	47
MN770786.1	47
OZ258731.1	47
OZ258943.1	47
MN770562.1	47
MN770606.1	47
MN770739.1	47
MN770765.1	47
MN770925.1	47
OZ258810.1	47
OZ259022.1	47
MN770630.1	48
OZ258725.1	48
OZ258937.1	48
MN771200.1	48
MN771106.1	48
MN771127.1	48
MN771193.1	48
MN771338.1	48
MN771341.1	48
MN771120.1	48
MN769616.1	48
MN769746.1	49
MN769822.1	49
MN769998.1	49
OP985295.1	49
MN769851.1	49
MN769856.1	49
MN769885.1	49
MN769982.1	49
MN771069.1	49
MN771497.1	49
MN769936.1	49
MN770112.1	50
MN770886.1	50
MN771319.1	50
MN771322.1	50
MN771325.1	50
MN771327.1	50
MN771330.1	50
MN771048.1	50
MN771331.1	50
MN771335.1	50
MN769154.1	51
MN769186.1	51
MN769406.1	51
MN769328.1	51
MN769456.1	51
MN769709.1	51
MN769662.1	51
MN769751.1	51
MN769430.1	51
MN769476.1	51
MZ286053.1	52
KU041847.1	52
NC_030297.1	52
MZ286266.1	52
MN771051.1	52
MN769505.1	52
MZ286193.1	52
MN769463.1	52
MN771414.1	52
MN771451.1	52
MN769630.1	53
MN770190.1	53
MN771231.1	53
MN771216.1	53
MN771109.1	53
OZ258747.1	53
OZ258959.1	53
MN769060.1	53
MN769460.1	53
MN771196.1	53
MN771237.1	54
MN771399.1	54
MN771235.1	54
MN770482.1	54
MN770595.1	54
MN770763.1	54
MN771430.1	54
MN770522.1	54
MH649209.1	54
NC_075369.1	54
MN769286.1	55
MN771447.1	55
MN769210.1	55
MN769315.1	55
MN769594.1	55
MN769368.1	55
MN769481.1	55
MN769392.1	55
MN769697.1	55
MN769724.1	55
MN770544.1	56
MZ286239.1	56
MN770687.1	56
MN770353.1	56
MN770402.1	56
MN770467.1	56
MN770705.1	56
MN770339.1	56
NC_038346.1	56
MN771358.1	56
MZ286269.1	57
MN769047.1	57
MN769138.1	57
MN769164.1	57
MN769512.1	57
MW455377.1	57
MZ286190.1	57
MN769278.1	57
MN769632.1	57
MZ286065.1	57
OK574405.1	58
MN770920.1	58
MZ286285.1	58
MN770172.1	58
MN770147.1	58
MN770238.1	58
MN770137.1	58
MN770201.1	58
MN770860.1	58
MN770140.1	58
MN770901.1	59
MN770903.1	59
MN770985.1	59
MN770899.1	59
MN770902.1	59
MN769651.1	59
MN770900.1	59
MN770898.1	59
MN770721.1	59
MN771050.1	59
MN770728.1	60
MN769126.1	60
MZ286245.1	60
MZ286270.1	60
MN769161.1	60
MN769262.1	60
MN769288.1	60
MN769808.1	60
MN771103.1	60
MN769388.1	60
MN770108.1	61
MN769235.1	61
MN769582.1	61
MN769792.1	61
MN770041.1	61
MN770043.1	61
MN770084.1	61
MN770090.1	61
MN770031.1	61
MN771422.1	61
MN769228.1	62
MN769578.1	62
MN770956.1	62
MN770073.1	62
MN770121.1	62
MN770126.1	62
MN771356.1	62
MN771142.1	62
MH649206.1	62
MN770320.1	63
MN769694.1	63
MN769744.1	63
MN769599.1	63
MN769646.1	63
MN769110.1	63
MN769461.1	63
MN771437.1	63
MN771182.1	63
MZ286158.1	64
MH649208.1	64
MZ286094.1	64
MW455356.1	64
MZ286107.1	64
MW455385.1	64
MW455404.1	64
MZ286131.1	64
MZ285988.1	64
MN771261.1	65
MN770552.1	65
MN770757.1	65
OK574411.1	65
MN770146.1	65
MZ286293.1	65
MN769215.1	65
MN769591.1	65
MN770171.1	65
MZ286252.1	66
MN769737.1	66
MN769029.1	66
MN769101.1	66
MN769620.1	66
MN770926.1	66
MN771509.1	66
MN770938.1	66
MN770806.1	66
MN770305.1	67
MN769285.1	67
KY856742.1	67
NC_076166.1	67
MN770659.1	67
MN769380.1	67
MN770302.1	67
MN771187.1	67
MN769454.1	67
MZ286048.1	68
OK574421.1	68
MN770645.1	68
MN770069.1	68
MN769412.1	68
MN770918.1	68
MN770731.1	68
MN769773.1	68
MN771402.1	68
MH649223.1	69
KP343850.1	69
MN771078.1	69
MN771100.1	69
MN771510.1	69
MZ286267.1	69
MZ286259.1	69
MZ286247.1	69
MZ286082.1	69
MN769543.1	70
MN769565.1	70
MN769707.1	70
MN770317.1	70
MN770471.1	70
MN770974.1	70
MN769738.1	70
MN769069.1	70
MN769227.1	70
MZ286097.1	71
MZ286215.1	71
MH649137.1	71
MZ286182.1	71
MZ286118.1	71
MZ285974.1	71
MZ286075.1	71
MW455420.1	71
MZ286162.1	71
MN769598.1	72
MN770300.1	72
MN770304.1	72
MN770310.1	72
MN770461.1	72
MN770785.1	72
MN769558.1	72
MN771167.1	72
MN771128.1	72
MN769748.1	73
MN769191.1	73
MN769811.1	73
MN769404.1	73
MN769691.1	73
MN770203.1	73
MN769635.1	73
MN771413.1	73
MN771049.1	73
MH648913.1	74
MZ286098.1	74
MZ286109.1	74
MN768564.1	74
MZ286122.1	74
MZ286003.1	74
MZ285994.1	74
MZ285989.1	74
MW455372.1	74
MZ286243.1	75
MW455409.1	75
MZ286240.1	75
MN769071.1	75
MN769797.1	75
MN770118.1	75
MN771415.1	75
MN771465.1	75
MN771365.1	75
MN770312.1	76
MN770947.1	76
MN770912.1	76
MN770833.1	76
MN771094.1	76
MN771121.1	76
MN771418.1	76
MN770499.1	76
MN770784.1	76
MN769950.1	77
MN769995.1	77
MN769524.1	77
MN769878.1	77
MN769915.1	77
MN769937.1	77
MN769957.1	77
MN769964.1	77
MN769979.1	77
MN769058.1	78
MN769130.1	78
MN769197.1	78
MN769279.1	78
MN769091.1	78
MN769798.1	78
MN769536.1	78
MN769785.1	78
MN769120.1	78
MN769310.1	79
MN769871.1	79
MN769899.1	79
MN769922.1	79
MN769942.1	79
MN769953.1	79
MN771448.1	79
OZ258776.1	79
OZ258988.1	79
MN769253.1	80
MN769672.1	80
MN769764.1	80
MN769080.1	80
MN769299.1	80
MN769537.1	80
MN771493.1	80
MN771489.1	80
MN769745.1	80
MN771316.1	81
MN771317.1	81
MN771318.1	81
MN771320.1	81
MN771321.1	81
MN771323.1	81
MN771324.1	81
MN771328.1	81
MN771332.1	81
AB026930.1	82
AB026931.1	82
NC_014097.1	82
MN769686.1	82
MN769675.1	82
MN769726.1	82
MN769807.1	82
MN770207.1	82
MN769540.1	83
MN769563.1	83
MN770191.1	83
MN769269.1	83
MN769782.1	83
MN770198.1	83
MZ286230.1	83
MH649241.1	83
MN770776.1	84
MN769623.1	84
MN770929.1	84
MN769281.1	84
MN769518.1	84
MN769125.1	84
MN769836.1	84
MN770283.1	84
MH649122.1	85
MT783404.1	85
MZ286128.1	85
MZ286073.1	85
MW455390.1	85
MW455447.1	85
KP343840.1	85
MZ286119.1	85
MN770161.1	86
MN770163.1	86
MN770758.1	86
MN770166.1	86
MN770669.1	86
MN770650.1	86
MN770723.1	86
MN770697.1	86
OZ258617.1	87
OZ258829.1	87
MW455389.1	87
MZ286010.1	87
MZ286114.1	87
MZ286123.1	87
MW455418.1	87
MZ286063.1	87
MZ286229.1	88
MN770717.1	88
MN770973.1	88
MN770975.1	88
MN770978.1	88
MN769501.1	88
MN769376.1	88
MN769039.1	88
MN769131.1	89
MN769329.1	89
MN769389.1	89
MN770094.1	89
MN770122.1	89
MZ286265.1	89
MH649263.1	89
KP343857.1	89
MN771387.1	90
MN770239.1	90
MN770240.1	90
MN770241.1	90
MN770247.1	90
MN770927.1	90
MN770932.1	90
MN770954.1	90
MN770374.1	91
MN770387.1	91
MN769969.1	91
KY462770.1	91
NC_076162.1	91
MN770017.1	91
MN770964.1	91
MN771000.1	91
OK574365.1	92
MN770428.1	92
MN770980.1	92
MN770991.1	92
MN770997.1	92
MN770950.1	92
MN770967.1	92
MN771001.1	92
MN770965.1	93
MN771022.1	93
MN770480.1	93
MN770408.1	93
MN770463.1	93
MN770677.1	93
MN770858.1	93
MN771262.1	93
MN770301.1	94
MN770779.1	94
MN770285.1	94
MN770100.1	94
MN769358.1	94
MN770153.1	94
MN771189.1	94
MN770251.1	94
MN771156.1	95
MN770298.1	95
MN770916.1	95
MN770917.1	95
MN770999.1	95
MN771019.1	95
OZ258751.1	95
OZ258963.1	95
MN769426.1	96
MN769497.1	96
MN769544.1	96
MN769765.1	96
MN770574.1	96
MN769056.1	96
MN769835.1	96
MN769062.1	96
MN769985.1	97
MN769846.1	97
MN769869.1	97
MN769877.1	97
MN769948.1	97
MN770003.1	97
MN770018.1	97
MN771067.1	97
MN769158.1	98
MN769779.1	98
MN769139.1	98
MN769249.1	98
MN769601.1	98
MN769037.1	98
MN769257.1	98
MN769729.1	98
MN769527.1	99
MN769652.1	99
MN769342.1	99
MN771099.1	99
MN769094.1	99
MN769643.1	99
MN770977.1	99
MN770984.1	99
MK212030.1	100
MN769887.1	100
MN770417.1	100
MN771290.1	100
MN771480.1	100
MN769963.1	100
MN770570.1	100
MN770791.1	100
MN769619.1	101
MN770726.1	101
MN771018.1	101
MN771165.1	101
MN769755.1	101
MN770299.1	101
MN770327.1	101
MN771113.1	101
MN770531.1	102
MN770592.1	102
MN770624.1	102
MN770661.1	102
MN770691.1	102
MN770720.1	102
MN770793.1	102
MN770960.1	102
MN770479.1	103
MN770512.1	103
MN770550.1	103
MN770573.1	103
MN770575.1	103
MN770599.1	103
MN770666.1	103
MN770759.1	103
MN769867.1	104
MN769889.1	104
MN769907.1	104
MN769934.1	104
MN769935.1	104
MN769956.1	104
MN770001.1	104
MN770012.1	104
MN769347.1	105
MN769377.1	105
MN769555.1	105
MN770211.1	105
MN770212.1	105
MN770210.1	105
MN770258.1	105
MN770749.1	105
MN771223.1	106
MN771229.1	106
MN771230.1	106
MN771242.1	106
MN771264.1	106
MN771266.1	106
MN771283.1	106
MN771288.1	106
MN769153.1	107
MN771472.1	107
MN769441.1	107
MN771457.1	107
MN769561.1	107
MW455445.1	107
MN770948.1	107
MZ286037.1	108
MZ286209.1	108
MZ286143.1	108
MW455395.1	108
MH649022.1	108
MW455376.1	108
MZ285981.1	108
KU243129.1	109
MN769796.1	109
MW455431.1	109
OZ258613.1	109
MN770318.1	109
MN770885.1	109
MZ286287.1	109
KP343860.1	110
KP343862.1	110
MZ825126.1	110
MN769983.1	110
MN770644.1	110
MZ286260.1	110
MN771385.1	110
MN769266.1	111
MN769044.1	111
MN769425.1	111
MN771058.1	111
MN771473.1	111
MN769349.1	111
MN769255.1	111
MZ286244.1	112
MZ286234.1	112
MZ286237.1	112
MZ286276.1	112
MH648897.1	112
MH649002.1	112
MH648999.1	112
MN770086.1	113
MN769049.1	113
MN769152.1	113
MN770194.1	113
MN769156.1	113
MZ286248.1	113
KP343863.1	113
MN769577.1	114
MN769678.1	114
MN770936.1	114
MN770597.1	114
MN769579.1	114
MN769332.1	114
MN771420.1	114
MN770990.1	115
JX134046.1	115
NC_076131.1	115
MN771086.1	115
MN771118.1	115
MN770294.1	115
MZ286034.1	115
MN769433.1	116
MN769538.1	116
MN770182.1	116
MN770206.1	116
MN770760.1	116
MN769361.1	116
MN769276.1	116
MN770170.1	117
MN770356.1	117
MN770884.1	117
JX134045.1	117
MN770393.1	117
MN771407.1	117
MN771433.1	117
MN769042.1	118
MN769717.1	118
MN769046.1	118
MN769127.1	118
MN769217.1	118
MN769821.1	118
MN769250.1	118
MN770711.1	119
MN769684.1	119
MN769053.1	119
MN769218.1	119
MN769243.1	119
MN769607.1	119
MN769149.1	119
MN770174.1	120
MN770848.1	120
MN770609.1	120
MN770735.1	120
MN770602.1	120
MN770555.1	120
MN770354.1	120
MN770515.1	121
MN770456.1	121
MN769560.1	121
MN770281.1	121
MN770844.1	121
MN771172.1	121
MN771101.1	121
OZ258713.1	122
OZ258925.1	122
MN769383.1	122
MN769704.1	122
MN771010.1	122
OZ258711.1	122
OZ258923.1	122
MN769442.1	123
MN769593.1	123
MN769761.1	123
MN769093.1	123
MN769741.1	123
MN769031.1	123
MN769513.1	123
MN769659.1	124
MN769398.1	124
MN770135.1	124
OZ258770.1	124
OZ258982.1	124
MN769429.1	124
MN769526.1	124
MN771055.1	125
MN769144.1	125
MN770937.1	125
MN770526.1	125
MN771351.1	125
MN770277.1	125
MN769556.1	125
MN771221.1	126
MN771238.1	126
MN771280.1	126
MN771363.1	126
MN771346.1	126
MN771250.1	126
MN771394.1	126
MN769749.1	127
MN770708.1	127
MN770986.1	127
MN771003.1	127
OZ258753.1	127
OZ258965.1	127
MN769478.1	127
MN770989.1	128
MN770465.1	128
MN770754.1	128
MZ286236.1	128
MN770959.1	128
MN771481.1	128
MN769155.1	128
MN770124.1	129
MN769184.1	129
MN769119.1	129
MN769123.1	129
MN769689.1	129
MN769196.1	129
MN769086.1	129
MN769112.1	130
MN769474.1	130
MN769490.1	130
MN769908.1	130
MN769762.1	130
MN769541.1	130
MN770081.1	130
OZ258807.1	131
OZ259019.1	131
MN770011.1	131
MN769841.1	131
MN769898.1	131
MN770988.1	131
MN771002.1	131
MN769857.1	132
MN769881.1	132
MN769900.1	132
MN770651.1	132
MN770409.1	132
MN770571.1	132
MN770709.1	132
MN770248.1	133
MN771073.1	133
OZ258791.1	133
OZ259003.1	133
MN770256.1	133
MN770270.1	133
MN770255.1	133
JX134044.1	134
MN769589.1	134
NC_020498.1	134
MN769066.1	134
MN769165.1	134
MN769462.1	134
MN769645.1	134
MN769470.1	135
MN769499.1	135
MN769419.1	135
MN769627.1	135
MN769638.1	135
MN769679.1	135
MN769757.1	135
MN769852.1	136
MN769912.1	136
MN769980.1	136
MN769987.1	136
MN769996.1	136
MN770021.1	136
MN770968.1	136
MN769925.1	137
MN769502.1	137
MN769572.1	137
MN769622.1	137
MN769720.1	137
MN771440.1	137
MN771412.1	137
MN770341.1	138
MN770397.1	138
MN770450.1	138
MN770542.1	138
MN770547.1	138
MN770582.1	138
MN771206.1	138
MN769639.1	139
MN769693.1	139
MN769727.1	139
MN770079.1	139
MN770850.1	139
MN770911.1	139
MN769626.1	139
MW455434.1	140
MN769911.1	140
MN769850.1	140
MW455363.1	140
MZ286261.1	140
NC_038347.1	140
MN769283.1	141
MN770145.1	141
MN770152.1	141
MN769163.1	141
MN769331.1	141
MN769655.1	141
MN769135.1	142
MN769148.1	142
MN769291.1	142
MN770538.1	142
MN770583.1	142
MN770727.1	142
MN769903.1	143
MZ286281.1	143
MN770890.1	143
MN770179.1	143
MN769914.1	143
MN770252.1	143
MN769403.1	144
MN769374.1	144
MN769710.1	144
MN769813.1	144
MN769457.1	144
MN770325.1	144
OZ258632.1	145
OZ258844.1	145
MZ286183.1	145
KP343839.1	145
OZ258816.1	145
OZ259028.1	145
MN769682.1	146
MN769292.1	146
MZ286292.1	146
OK574414.1	146
MN771367.1	146
MN769034.1	146
MN770060.1	147
MN770770.1	147
MN771064.1	147
MN770638.1	147
MN770743.1	147
MN770042.1	147
MN770819.1	148
MN770431.1	148
MH649083.1	148
MN771284.1	148
MH648982.1	148
NC_075376.1	148
MZ286159.1	149
MN774980.1	149
MZ286137.1	149
MW455413.1	149
MZ286090.1	149
MW455426.1	149
MN770859.1	150
OK574388.1	150
MN771077.1	150
MN771464.1	150
MN769265.1	150
MN771425.1	150
MN769522.1	151
MN769832.1	151
MN769833.1	151
MN769834.1	151
MN771514.1	151
MN771203.1	151
MW455398.1	152
MN770866.1	152
MN770683.1	152
MH649141.1	152
NC_075370.1	152
MZ286196.1	152
MN770390.1	153
MN771294.1	153
MN770369.1	153
MN770847.1	153
MN771313.1	153
MH649161.1	153
MN769238.1	154
MN769431.1	154
