object	cluster
MN769710.1	136
MN769813.1	136
OZ258620.1	137
OZ258701.1	137
OZ258832.1	137
OZ258913.1	137
MN770506.1	138
MN770618.1	138
MN770680.1	138
MN770694.1	138
MN771123.1	139
MN771160.1	139
MN771188.1	139
MN770326.1	139
MN769695.1	140
MN769296.1	140
MN769812.1	140
MN769312.1	140
MN770359.1	141
MN770505.1	141
MN770634.1	141
MN770747.1	141
MN769055.1	142
MN769097.1	142
MN769317.1	142
MN769688.1	142
MN769082.1	143
MN769134.1	143
MN769814.1	143
MN769095.1	143
MN770405.1	144
MN770619.1	144
MN770741.1	144
MN770771.1	144
MN771139.1	145
MN769088.1	145
MN771441.1	145
MN771192.1	145
MN769258.1	146
MN769379.1	146
MN769781.1	146
MN769114.1	146
MK212032.1	147
NC_075447.1	147
MN769098.1	147
MN769516.1	147
MN770367.1	148
MN770391.1	148
MN770604.1	148
MN770767.1	148
MN769207.1	149
MN769354.1	149
MN769767.1	149
MN770587.1	149
MN769135.1	150
MN769148.1	150
MN769291.1	150
MN770727.1	150
MN770490.1	151
MN770539.1	151
MN770734.1	151
MN771513.1	151
MN769734.1	152
MN769815.1	152
MN769394.1	152
MN769277.1	152
MN769158.1	153
MN769779.1	153
MN769139.1	153
MN769249.1	153
MN769311.1	154
MN769366.1	154
MN769495.1	154
MN769362.1	154
MN769398.1	155
MN770135.1	155
MN769429.1	155
MN769526.1	155
MN770317.1	156
MN770471.1	156
MN770974.1	156
MN770281.1	157
MN770844.1	157
MN771172.1	157
MN769437.1	158
MN770343.1	158
MN770363.1	158
MN770485.1	159
MN770591.1	159
MN770675.1	159
MN771141.1	160
MN770496.1	160
MN770824.1	160
MN769162.1	161
MN769868.1	161
MN769668.1	161
MN770202.1	162
MN770208.1	162
MN770188.1	162
MN770250.1	163
MN770275.1	163
MN771053.1	163
MN770501.1	164
MN770611.1	164
MN770742.1	164
MN771174.1	165
MN770329.1	165
MN770510.1	165
MN769314.1	166
MN769715.1	166
MN769989.1	166
MN770407.1	167
MN770449.1	167
MN770370.1	167
MN770190.1	168
MN771109.1	168
MN771196.1	168
MN770776.1	169
MN769623.1	169
MN770929.1	169
MH017579.1	170
MH017580.1	170
MH017581.1	170
MN769189.1	171
MN769753.1	171
MN771082.1	171
MN769599.1	172
MN769646.1	172
MN771437.1	172
MN771304.1	173
MN771308.1	173
MN770951.1	173
MN771294.1	174
MN770847.1	174
MN771313.1	174
MN769507.1	175
MN769657.1	175
MN770306.1	175
MN770342.1	176
MN770586.1	176
MN770777.1	176
MN769225.1	177
MN769421.1	177
MN771186.1	177
MN770086.1	178
MN769049.1	178
MN769152.1	178
MN769544.1	179
MN769765.1	179
MN770574.1	179
MN770273.1	180
MN770818.1	180
MN770263.1	180
MN771175.1	181
MN769229.1	181
MN770613.1	181
MN769090.1	182
MN770047.1	182
MN769381.1	182
MZ285974.1	183
MZ286075.1	183
MZ286162.1	183
MN770478.1	184
MN770621.1	184
MN770744.1	184
MN769701.1	185
MN771484.1	185
MN771417.1	185
MN770154.1	186
MN770580.1	186
MN770981.1	186
MH017573.1	187
MH017574.1	187
MH017575.1	187
MZ286048.1	188
MN770645.1	188
MN770731.1	188
MN769035.1	189
MN769115.1	189
MN769777.1	189
MN769259.1	190
MN769334.1	190
MN769778.1	190
MN771444.1	191
MN769030.1	191
MN769287.1	191
MN769958.1	192
MN770007.1	192
MN770504.1	192
MN769369.1	193
MN769786.1	193
MN770315.1	193
MN771137.1	194
MN770830.1	194
MN771490.1	194
MN771173.1	195
MN770462.1	195
MN770798.1	195
MN769700.1	196
MN769718.1	196
MN769391.1	196
MN769080.1	197
MN769537.1	197
MN771489.1	197
MN771305.1	198
MN771307.1	198
MN770816.1	198
MN770170.1	199
MN770356.1	199
MN770884.1	199
MN769118.1	200
MN769121.1	200
MN769654.1	200
MN769057.1	201
MN769422.1	201
MN769628.1	201
MN769425.1	202
MN771058.1	202
MN769255.1	202
MN769583.1	203
MN770225.1	203
MN769385.1	203
MN769089.1	204
MN769122.1	204
MN769803.1	204
MN770017.1	205
MN770964.1	205
MN771000.1	205
MN770418.1	206
MN770423.1	206
MN770879.1	206
MN769407.1	207
MN770296.1	207
MN770292.1	207
MN769190.1	208
MN769339.1	208
MN770175.1	208
JX134046.1	209
NC_076131.1	209
MN770294.1	209
MH017556.1	210
MH017557.1	210
MH017562.1	210
MN770244.1	211
MN770268.1	211
MN770633.1	211
MN770807.1	212
MN770810.1	212
MN770845.1	212
MN770484.1	213
MN770491.1	213
MN770628.1	213
MN770877.1	214
MN771035.1	214
MN771234.1	214
MN770049.1	215
MN771380.1	215
MN770035.1	215
MN769383.1	216
MN769704.1	216
MN771010.1	216
MN770246.1	217
MN771052.1	217
MN771062.1	217
MN769365.1	218
MN771492.1	218
MN769479.1	218
OZ258716.1	219
OZ258928.1	219
MN769771.1	219
MN769042.1	220
MN769717.1	220
MN769250.1	220
MN769372.1	221
MN769640.1	221
MN770180.1	221
MN769585.1	222
MN769326.1	222
MN769511.1	222
MN770836.1	223
MN770838.1	223
MN770843.1	223
MN770305.1	224
MN769285.1	224
MN771187.1	224
MN770330.1	225
MN770825.1	225
MN770955.1	225
MN769040.1	226
MN769267.1	226
MN769575.1	226
MN770541.1	227
MN770158.1	227
MN771487.1	227
MN769838.1	228
MN769866.1	228
MN769879.1	228
MN770213.1	229
MN769220.1	229
MN769341.1	229
MN769921.1	230
MN770102.1	230
MN769845.1	230
MN769083.1	231
MN769176.1	231
MN769754.1	231
MN769991.1	232
MN770253.1	232
MN770055.1	232
MN769864.1	233
MN769413.1	233
MN769588.1	233
MN770569.1	234
MN770596.1	234
MN770654.1	234
MN771220.1	235
MN771245.1	235
MN770141.1	235
MH017583.1	236
MH017584.1	236
MH017585.1	236
MN769642.1	237
MN769232.1	237
MN770052.1	237
MH017554.1	238
MH017555.1	238
MH017553.1	238
MN771111.1	239
MN771157.1	239
MN771164.1	239
MN769188.1	240
MN769195.1	240
MN769531.1	240
MN769241.1	241
MN769698.1	241
MN769787.1	241
MN770585.1	242
MN770616.1	242
MN770674.1	242
MN771443.1	243
MN771477.1	243
MN771507.1	243
MN771359.1	244
MN770381.1	244
MN770388.1	244
MN769052.1	245
MN769486.1	245
MN769609.1	245
MN770193.1	246
MN770195.1	246
MN770745.1	246
MN770199.1	247
MN770883.1	247
MN770891.1	247
MN770470.1	248
MN770524.1	248
MN770764.1	248
MN769209.1	249
MN769343.1	249
MN771482.1	249
MN769070.1	250
MN769133.1	250
MN769534.1	250
MN770026.1	251
MN769875.1	251
MN769932.1	251
MN770543.1	252
MN770679.1	252
MN770775.1	252
MN770983.1	253
MN771012.1	253
MN771107.1	253
MN770433.1	254
MN771037.1	254
MN770934.1	254
MN770233.1	255
MN770221.1	255
MN770222.1	255
KF764701.1	256
KF764702.1	256
NC_076135.1	256
MN769705.1	257
MN769290.1	257
MN769784.1	257
MN771208.1	258
MN771210.1	258
MN771209.1	258
MN769662.1	259
MN769751.1	259
MN769430.1	259
MN769926.1	260
MN769946.1	260
MN770008.1	260
MN770973.1	261
MN770975.1	261
MN770978.1	261
MN771232.1	262
MN771292.1	262
MN770534.1	262
MN770108.1	263
MN770043.1	263
MN770090.1	263
MN770750.1	264
MN771241.1	264
MN771274.1	264
MN770224.1	265
MN770226.1	265
MN770215.1	265
MN769584.1	266
MN769054.1	266
MN769081.1	266
MN770056.1	267
MN769411.1	267
MN769820.1	267
MN771180.1	268
MN770517.1	268
MN771090.1	268
MN769854.1	269
MN769865.1	269
MN770023.1	269
MN769832.1	270
MN769833.1	270
MN769834.1	270
MN771256.1	271
MN770664.1	271
MN770857.1	271
MN769735.1	272
MN769736.1	272
MN769817.1	272
MT501646.1	273
MT501653.1	273
MT501649.1	273
MN770232.1	274
MN771071.1	274
MZ286256.1	275
MZ286235.1	275
MN771150.1	276
MN770065.1	276
MN770132.1	277
MN770254.1	277
MN769206.1	278
MN769063.1	278
MZ286288.1	279
MN771478.1	279
PP374834.1	280
PP374833.1	280
MN769136.1	281
MN769275.1	281
MH017576.1	282
MH017577.1	282
MN769101.1	283
MN770938.1	283
MN769116.1	284
MN769766.1	284
MN770111.1	285
MN771369.1	285
AB303561.1	286
NC_038358.1	286
MW455382.1	287
MZ286232.1	287
MN769904.1	288
MN769848.1	288
MN769891.1	289
MN769929.1	289
MW455434.1	290
MZ286261.1	290
AB290917.1	291
NC_009225.1	291
MN771421.1	292
MN771503.1	292
MN770248.1	293
MN771073.1	293
MN770048.1	294
MN770117.1	294
MW455345.1	295
MZ286169.1	295
MN770393.1	296
MN771407.1	296
MN769463.1	297
MN771414.1	297
MN771377.1	298
MN770385.1	298
MN771043.1	299
MN771227.1	299
MN770265.1	300
MN770493.1	300
AB303553.1	301
NC_038353.1	301
MN770465.1	302
MN770754.1	302
MN770395.1	303
MN770453.1	303
MN771042.1	304
MN770942.1	304
MN769282.1	305
MN769634.1	305
MZ286028.1	306
MZ285977.1	306
MN771060.1	307
MN769794.1	307
MN769928.1	308
MN770096.1	308
MZ286123.1	309
MW455418.1	309
MN771236.1	310
MN771258.1	310
KM593802.2	311
KM593803.2	311
AB303559.1	312
NC_038356.1	312
MT501645.1	313
MT501652.1	313
MN769983.1	314
MN771385.1	314
MN769897.1	315
MN770098.1	315
MN770093.1	316
MN769624.1	316
AB303560.1	317
NC_038357.1	317
MN770051.1	318
MN771131.1	318
MZ286131.1	319
MZ285988.1	319
MN771447.1	320
MN769594.1	320
MN770792.1	321
MN771202.1	321
MN770422.1	322
MN770738.1	322
MN769376.1	323
MN769039.1	323
MW455415.1	324
MW455446.1	324
OZ258804.1	325
OZ259016.1	325
MN769404.1	326
MN771413.1	326
MN770127.1	327
MN770156.1	327
MN769959.1	328
MN769952.1	328
MN769474.1	329
MN769908.1	329
MN770148.1	330
MN770155.1	330
MZ286121.1	331
MZ285993.1	331
MN770114.1	332
MN770039.1	332
MN770559.1	333
MN770773.1	333
MN771144.1	334
OK574375.1	334
MN769337.1	335
MN769322.1	335
MW455411.1	336
MZ286283.1	336
MN771499.1	337
MN771194.1	337
MN770303.1	338
MN771125.1	338
MN769818.1	339
MN769644.1	339
MN771169.1	340
MN770976.1	340
MZ286279.1	341
OK574409.1	341
MN770467.1	342
MN770705.1	342
MN770581.1	343
MN771434.1	343
MN770456.1	344
MN771101.1	344
MN770631.1	345
MN770730.1	345
MN769316.1	346
MN771475.1	346
MZ286066.1	347
MZ286132.1	347
MN770597.1	348
MN771420.1	348
MN769266.1	349
MN771473.1	349
MN770653.1	350
MN770615.1	350
MN769719.1	351
MN770487.1	351
MN771212.1	352
MN771278.1	352
MH017560.1	353
MH017561.1	353
MN769519.1	354
MN770313.1	354
MN769181.1	355
MN769271.1	355
MW455390.1	356
MW455447.1	356
AB290919.1	357
NC_014093.1	357
MN769305.1	358
MN769610.1	358
OZ258807.1	359
OZ259019.1	359
OZ258739.1	360
OZ258951.1	360
MN769128.1	361
MN769491.1	361
MN769472.1	362
MN769595.1	362
MN769789.1	363
MN769170.1	363
MN771336.1	364
MN771337.1	364
OZ258698.1	365
OZ258910.1	365
MN770998.1	366
MN769174.1	366
MN769527.1	367
MN769652.1	367
MN770600.1	368
MN770676.1	368
MN770740.1	369
MN770949.1	369
MN769650.1	370
MN771152.1	370
MN771395.1	371
MN769194.1	371
MN769151.1	372
MN769216.1	372
OZ258803.1	373
OZ259015.1	373
MN771514.1	374
MN771203.1	374
MN769228.1	375
MN770126.1	375
MN769490.1	376
MN769762.1	376
MN769651.1	377
MN770721.1	377
OZ258816.1	378
OZ259028.1	378
MN768562.1	379
MN768567.1	379
MN771462.1	380
MN769386.1	380
MN770670.1	381
MN771179.1	381
MH017558.1	382
MH017559.1	382
MN770100.1	383
MN770251.1	383
MN770941.1	384
MN770494.1	384
MN769123.1	385
MN769689.1	385
OZ258771.1	386
OZ258983.1	386
KM259873.1	387
NC_025726.1	387
MN770442.1	388
MN770438.1	388
MN770323.1	389
MN771011.1	389
MN771039.1	390
MN771040.1	390
OZ258670.1	391
OZ258882.1	391
MN770687.1	392
MN770339.1	392
MN770390.1	393
MN770369.1	393
MN769497.1	394
MN769835.1	394
MN770507.1	395
MN770871.1	395
MN770817.1	396
MN770939.1	396
MN769360.1	397
MN769488.1	397
MN769440.1	398
MN769240.1	398
MN770508.1	399
MN770528.1	399
MN770426.1	400
MN771198.1	400
MN770862.1	401
MN771033.1	401
OZ258714.1	402
OZ258926.1	402
MN770076.1	403
MN770113.1	403
MN769927.1	404
MN769955.1	404
MN770128.1	405
MN770257.1	405
MN770227.1	406
MN769242.1	406
OZ258726.1	407
OZ258938.1	407
MZ286248.1	408
KP343863.1	408
MN769077.1	409
MN771085.1	409
MN769140.1	410
MN769514.1	410
MH017563.1	411
NC_076234.1	411
MW455419.1	412
MZ286251.1	412
MN771460.1	413
MN771353.1	413
MZ286291.1	414
MN770070.1	414
MN771045.1	415
MN771309.1	415
MN770143.1	416
MN770151.1	416
AB303554.1	417
NC_038354.1	417
MN770085.1	418
MN770083.1	418
MN769344.1	419
MN769489.1	419
MN770821.1	420
MN769988.1	420
MN770344.1	421
MN771343.1	421
MN770853.1	422
MN770972.1	422
OZ258744.1	423
OZ258956.1	423
MN769722.1	424
MN770074.1	424
MN771219.1	425
MN771222.1	425
MN770554.1	426
MN770348.1	426
MN770783.1	427
MN771388.1	427
MN770682.1	428
MN771446.1	428
MN769676.1	429
MN770068.1	429
MN771078.1	430
MN771100.1	430
MN770689.1	431
MN770454.1	431
OZ258776.1	432
OZ258988.1	432
MN771445.1	433
MN771467.1	433
MN769466.1	434
MN769132.1	434
OZ258632.1	435
OZ258844.1	435
MN771154.1	436
MN770474.1	436
MN770220.1	437
MN770223.1	437
MN771027.1	438
MN771034.1	438
MN769257.1	439
MN769729.1	439
MN769096.1	440
MN771393.1	440
MN770185.1	441
MN770192.1	441
OZ258729.1	442
OZ258941.1	442
MN771166.1	443
MN770020.1	443
MH648966.1	444
NC_075377.1	444
AB041962.1	445
NC_014089.1	445
MN769187.1	446
MN769423.1	446
MN770986.1	447
MN771003.1	447
MN771261.1	448
MN770757.1	448
MN769692.1	449
MN769725.1	449
MN770432.1	450
MN770434.1	450
MN769600.1	451
MN769769.1	451
OZ258650.1	452
OZ258862.1	452
OZ258652.1	453
OZ258864.1	453
MN770346.1	454
MN770376.1	454
MN769840.1	455
MN769990.1	455
OZ258626.1	456
