object	cluster
MN771483.1	MN769033.1
MN769428.1	MN769428.1
MN769435.1	MN769428.1
MN769551.1	MN769428.1
MN769636.1	MN769428.1
MN769735.1	MN769428.1
MN769736.1	MN769428.1
MN769743.1	MN769428.1
MN769758.1	MN769428.1
MN769760.1	MN769428.1
MN769817.1	MN769428.1
MN769087.1	MN769087.1
MN769113.1	MN769087.1
MN769345.1	MN769087.1
MN769445.1	MN769087.1
MN769458.1	MN769087.1
MN769539.1	MN769087.1
MN769664.1	MN769087.1
MN769728.1	MN769087.1
MN769830.1	MN769087.1
MN769272.1	MN769087.1
MN771316.1	MN771316.1
MN771317.1	MN771316.1
MN771318.1	MN771316.1
MN771320.1	MN771316.1
MN771321.1	MN771316.1
MN771323.1	MN771316.1
MN771324.1	MN771316.1
MN771328.1	MN771316.1
MN771332.1	MN771316.1
MN769998.1	MN769998.1
OP985295.1	MN769998.1
MN769851.1	MN769998.1
MN769856.1	MN769998.1
MN769885.1	MN769998.1
MN769982.1	MN769998.1
MN771069.1	MN769998.1
MN771497.1	MN769998.1
MN769936.1	MN769998.1
OZ258731.1	OZ258731.1
OZ258943.1	OZ258731.1
MN770562.1	OZ258731.1
MN770606.1	OZ258731.1
MN770739.1	OZ258731.1
MN770765.1	OZ258731.1
MN770925.1	OZ258731.1
OZ258810.1	OZ258731.1
OZ259022.1	OZ258731.1
MN769038.1	MN769038.1
MN770237.1	MN769038.1
MN770439.1	MN769038.1
MN770444.1	MN769038.1
MN770441.1	MN769038.1
MN770442.1	MN769038.1
MN770443.1	MN769038.1
MN770945.1	MN769038.1
MN770438.1	MN769038.1
MN769867.1	MN769867.1
MN769889.1	MN769867.1
MN769907.1	MN769867.1
MN769934.1	MN769867.1
MN769935.1	MN769867.1
MN769956.1	MN769867.1
MN770001.1	MN769867.1
MN770012.1	MN769867.1
MN769253.1	MN769253.1
MN769672.1	MN769253.1
MN769764.1	MN769253.1
MN769080.1	MN769253.1
MN769299.1	MN769253.1
MN771493.1	MN769253.1
MN771489.1	MN769253.1
MN769745.1	MN769253.1
MN769598.1	MN769598.1
MN770300.1	MN769598.1
MN770304.1	MN769598.1
MN770310.1	MN769598.1
MN770461.1	MN769598.1
MN770785.1	MN769598.1
MN771167.1	MN769598.1
MN771128.1	MN769598.1
MN771223.1	MN771223.1
MN771229.1	MN771223.1
MN771230.1	MN771223.1
MN771242.1	MN771223.1
MN771264.1	MN771223.1
MN771266.1	MN771223.1
MN771283.1	MN771223.1
MN771288.1	MN771223.1
KM259873.1	KM259873.1
NC_025726.1	KM259873.1
MN770594.1	KM259873.1
MN770373.1	KM259873.1
MN770690.1	KM259873.1
MN769397.1	KM259873.1
MN770553.1	KM259873.1
MN770772.1	KM259873.1
MN769211.1	MN769211.1
MN769700.1	MN769211.1
MN769420.1	MN769211.1
MN769669.1	MN769211.1
MN769718.1	MN769211.1
MN769048.1	MN769211.1
MN769199.1	MN769211.1
MN769391.1	MN769211.1
MN769350.1	MN769350.1
MN769248.1	MN769350.1
MN769467.1	MN769350.1
MN769496.1	MN769350.1
MN769831.1	MN769350.1
MN769352.1	MN769350.1
KX810063.1	MN769350.1
NC_076155.1	MN769350.1
MN770901.1	MN770901.1
MN770903.1	MN770901.1
MN770985.1	MN770901.1
MN770899.1	MN770901.1
MN770902.1	MN770901.1
MN770900.1	MN770901.1
MN770898.1	MN770901.1
MN771050.1	MN770901.1
MN769185.1	MN769185.1
MN769072.1	MN769185.1
MN769485.1	MN769185.1
MN769520.1	MN769185.1
MN769827.1	MN769185.1
MN770681.1	MN769185.1
MN771088.1	MN769185.1
MN769085.1	MN769185.1
MN769347.1	MN769347.1
MN769377.1	MN769347.1
MN769555.1	MN769347.1
MN770211.1	MN769347.1
MN770212.1	MN769347.1
MN770210.1	MN769347.1
MN770258.1	MN769347.1
MN770749.1	MN769347.1
MN770479.1	MN770479.1
MN770512.1	MN770479.1
MN770550.1	MN770479.1
MN770573.1	MN770479.1
MN770575.1	MN770479.1
MN770599.1	MN770479.1
MN770666.1	MN770479.1
MN770759.1	MN770479.1
MN769294.1	MN769294.1
MN770165.1	MN769294.1
MN771075.1	MN769294.1
MN771424.1	MN769294.1
MN769370.1	MN769294.1
MN769528.1	MN769294.1
MN770157.1	MN769294.1
MN770162.1	MN769294.1
MN769309.1	MN769309.1
MN769075.1	MN769309.1
MN769222.1	MN769309.1
MN769306.1	MN769309.1
MN769360.1	MN769309.1
MN769488.1	MN769309.1
MN769553.1	MN769309.1
MN769653.1	MN769309.1
KY462757.1	KY462757.1
KY462759.1	KY462757.1
KY462760.1	KY462757.1
KY462761.1	KY462757.1
KY462764.1	KY462757.1
KY462765.1	KY462757.1
KY462768.1	KY462757.1
KY462769.1	KY462757.1
MN769985.1	MN769985.1
MN769846.1	MN769985.1
MN769869.1	MN769985.1
MN769877.1	MN769985.1
MN769948.1	MN769985.1
MN770003.1	MN769985.1
MN770018.1	MN769985.1
MN770131.1	MN770131.1
MN770173.1	MN770131.1
MN770643.1	MN770131.1
MN769844.1	MN770131.1
MN770169.1	MN770131.1
MN771498.1	MN770131.1
MN770142.1	MN770131.1
MN769882.1	MN769882.1
MN769894.1	MN769882.1
MN769933.1	MN769882.1
MN769938.1	MN769882.1
MN769986.1	MN769882.1
MN770006.1	MN769882.1
MN770016.1	MN769882.1
MN769310.1	MN769310.1
MN769871.1	MN769310.1
MN769899.1	MN769310.1
MN769922.1	MN769310.1
MN769942.1	MN769310.1
MN769953.1	MN769310.1
MN771448.1	MN769310.1
MN770514.1	MN770514.1
MN771197.1	MN770514.1
MN770287.1	MN770514.1
MH017547.1	MN770514.1
MH017546.1	MN770514.1
NC_076233.1	MN770514.1
MN770286.1	MN770514.1
MN771219.1	MN771219.1
MN771218.1	MN771219.1
MN771233.1	MN771219.1
MN771259.1	MN771219.1
MN771296.1	MN771219.1
MN771302.1	MN771219.1
MN771222.1	MN771219.1
MN769925.1	MN769925.1
MN769502.1	MN769925.1
MN769572.1	MN769925.1
MN769622.1	MN769925.1
MN769720.1	MN769925.1
MN771440.1	MN769925.1
MN771412.1	MN769925.1
MN770341.1	MN770341.1
MN770397.1	MN770341.1
MN770450.1	MN770341.1
MN770542.1	MN770341.1
MN770547.1	MN770341.1
MN770582.1	MN770341.1
MN771206.1	MN770341.1
MN769524.1	MN769524.1
MN769878.1	MN769524.1
MN769915.1	MN769524.1
MN769937.1	MN769524.1
MN769957.1	MN769524.1
MN769964.1	MN769524.1
MN769979.1	MN769524.1
MH017556.1	MH017556.1
MH017557.1	MH017556.1
MH017562.1	MH017556.1
MH017560.1	MH017556.1
MH017561.1	MH017556.1
MH017558.1	MH017556.1
MH017559.1	MH017556.1
MN769874.1	MN769874.1
MN769892.1	MN769874.1
MN769896.1	MN769874.1
MN769913.1	MN769874.1
MN769920.1	MN769874.1
MZ286212.1	MN769874.1
MN770000.1	MN769874.1
MN769639.1	MN769639.1
MN769693.1	MN769639.1
MN769727.1	MN769639.1
MN770079.1	MN769639.1
MN770850.1	MN769639.1
MN770911.1	MN769639.1
MN769626.1	MN769639.1
MZ286269.1	MZ286269.1
MN769047.1	MZ286269.1
MN769138.1	MZ286269.1
MN769164.1	MZ286269.1
MN769512.1	MZ286269.1
MW455377.1	MZ286269.1
MN769278.1	MZ286269.1
MN769852.1	MN769852.1
MN769912.1	MN769852.1
MN769980.1	MN769852.1
MN769987.1	MN769852.1
MN769996.1	MN769852.1
MN770021.1	MN769852.1
MN770968.1	MN769852.1
MN770239.1	MN770239.1
MN770240.1	MN770239.1
MN770241.1	MN770239.1
MN770247.1	MN770239.1
MN770927.1	MN770239.1
MN770932.1	MN770239.1
MN770954.1	MN770239.1
MN771135.1	MN771135.1
MN771174.1	MN771135.1
OZ258707.1	MN771135.1
OZ258919.1	MN771135.1
MN770329.1	MN771135.1
MN770510.1	MN771135.1
MN771390.1	MN771135.1
MN769190.1	MN769190.1
MN769339.1	MN769190.1
MN769090.1	MN769190.1
MN770047.1	MN769190.1
MN770175.1	MN769190.1
MN769381.1	MN769190.1
MN769783.1	MN769190.1
MN770248.1	MN770248.1
MN771073.1	MN770248.1
OZ258791.1	MN770248.1
OZ259003.1	MN770248.1
MN770256.1	MN770248.1
MN770270.1	MN770248.1
MN770255.1	MN770248.1
MN769058.1	MN769058.1
MN769130.1	MN769058.1
MN769197.1	MN769058.1
MN769279.1	MN769058.1
MN769091.1	MN769058.1
MN769798.1	MN769058.1
MN769536.1	MN769058.1
MN769126.1	MN769126.1
MN769161.1	MN769126.1
MN769262.1	MN769126.1
MN769288.1	MN769126.1
MN769808.1	MN769126.1
MN771103.1	MN769126.1
MN769388.1	MN769126.1
OZ258785.1	OZ258785.1
OZ258997.1	OZ258785.1
OZ258744.1	OZ258785.1
OZ258956.1	OZ258785.1
MZ285968.1	OZ258785.1
MZ286029.1	OZ258785.1
KM593802.2	KM593802.2
KM593803.2	KM593802.2
MZ286079.1	KM593802.2
MZ286049.1	KM593802.2
MZ286013.1	KM593802.2
MZ286179.1	KM593802.2
MZ286099.1	MZ286099.1
MZ286125.1	MZ286099.1
MW455396.1	MZ286099.1
MZ286178.1	MZ286099.1
MZ286051.1	MZ286099.1
MZ285995.1	MZ286099.1
MN770044.1	MN770044.1
MN771132.1	MN770044.1
MN770186.1	MN770044.1
MN770205.1	MN770044.1
MN770295.1	MN770044.1
MN771079.1	MN770044.1
MN770036.1	MN770036.1
MN770667.1	MN770036.1
MN770722.1	MN770036.1
MN770751.1	MN770036.1
MN771122.1	MN770036.1
MN771178.1	MN770036.1
MN770282.1	MN770282.1
MN770290.1	MN770282.1
MN770291.1	MN770282.1
MN770316.1	MN770282.1
MN770319.1	MN770282.1
MN770473.1	MN770282.1
MN771170.1	MN771170.1
MN771184.1	MN771170.1
MN769965.1	MN771170.1
MN770309.1	MN771170.1
MN770311.1	MN771170.1
MN771138.1	MN771170.1
MN769076.1	MN769076.1
MN769592.1	MN769076.1
MN769036.1	MN769076.1
MN769208.1	MN769076.1
MN769637.1	MN769076.1
MN769731.1	MN769076.1
MN769978.1	MN769978.1
MN770029.1	MN769978.1
MN769909.1	MN769978.1
MN769960.1	MN769978.1
MN770014.1	MN769978.1
MN770027.1	MN769978.1
MN769470.1	MN769470.1
MN769499.1	MN769470.1
MN769419.1	MN769470.1
MN769638.1	MN769470.1
MN769679.1	MN769470.1
MN769757.1	MN769470.1
MN769410.1	MN769410.1
MN771114.1	MN769410.1
MN769604.1	MN769410.1
MN769681.1	MN769410.1
MN769509.1	MN769410.1
MN769825.1	MN769410.1
MN770868.1	MN770868.1
MN770870.1	MN770868.1
MN770872.1	MN770868.1
MN770874.1	MN770868.1
MN771502.1	MN770868.1
MN770878.1	MN770868.1
MN769433.1	MN769433.1
MN769538.1	MN769433.1
MN770182.1	MN769433.1
MN770206.1	MN769433.1
MN769361.1	MN769433.1
MN769276.1	MN769433.1
MN769442.1	MN769442.1
MN769593.1	MN769442.1
MN769761.1	MN769442.1
MN769093.1	MN769442.1
MN769741.1	MN769442.1
MN769031.1	MN769442.1
MN770531.1	MN770531.1
MN770592.1	MN770531.1
MN770661.1	MN770531.1
MN770720.1	MN770531.1
MN770793.1	MN770531.1
MN770960.1	MN770531.1
MN771237.1	MN771237.1
MN771399.1	MN771237.1
MN771235.1	MN771237.1
MN770595.1	MN771237.1
MN770763.1	MN771237.1
MN771430.1	MN771237.1
MN769342.1	MN769342.1
MN771099.1	MN769342.1
MN769094.1	MN769342.1
MN769643.1	MN769342.1
MN770977.1	MN769342.1
MN770984.1	MN769342.1
MN769870.1	MN769870.1
MN769873.1	MN769870.1
MN771054.1	MN769870.1
MN771442.1	MN769870.1
MN771491.1	MN769870.1
MN771391.1	MN769870.1
MK212030.1	MK212030.1
MN770417.1	MK212030.1
MN771290.1	MK212030.1
MN771480.1	MK212030.1
MN770570.1	MK212030.1
MN770791.1	MK212030.1
MN771156.1	MN771156.1
MN770298.1	MN771156.1
MN770916.1	MN771156.1
MN770917.1	MN771156.1
MN770999.1	MN771156.1
MN771019.1	MN771156.1
MN769858.1	MN769858.1
MN769861.1	MN769858.1
MN769941.1	MN769858.1
MN769984.1	MN769858.1
MN769992.1	MN769858.1
MN769970.1	MN769858.1
MN769235.1	MN769235.1
MN769582.1	MN769235.1
MN769792.1	MN769235.1
MN770041.1	MN769235.1
MN770084.1	MN769235.1
MN771422.1	MN769235.1
MN769619.1	MN769619.1
MN771165.1	MN769619.1
MN769755.1	MN769619.1
MN770299.1	MN769619.1
MN770327.1	MN769619.1
MN771113.1	MN769619.1
MN770506.1	MN770506.1
MN770618.1	MN770506.1
MN770680.1	MN770506.1
MN770694.1	MN770506.1
OZ258736.1	MN770506.1
OZ258948.1	MN770506.1
MW455382.1	MW455382.1
MW455424.1	MW455382.1
MZ286232.1	MW455382.1
MN771175.1	MW455382.1
MN769229.1	MW455382.1
MN770613.1	MW455382.1
MN770395.1	MN770395.1
MN770453.1	MN770395.1
MN770523.1	MN770395.1
MN770693.1	MN770395.1
MN770716.1	MN770395.1
MN770530.1	MN770395.1
MZ286097.1	MZ286097.1
MZ285974.1	MZ286097.1
MZ286075.1	MZ286097.1
MZ286162.1	MZ286097.1
MH649038.1	MZ286097.1
OR148955.1	OR148955.1
MH649179.1	OR148955.1
MZ286208.1	OR148955.1
MZ286012.1	OR148955.1
MW455371.1	OR148955.1
OR148953.1	OR148953.1
MZ286216.1	OR148953.1
MW455345.1	OR148953.1
MZ286169.1	OR148953.1
MZ286145.1	OR148953.1
MN770161.1	MN770161.1
MN770163.1	MN770161.1
MN770166.1	MN770161.1
MN770669.1	MN770161.1
MN770723.1	MN770161.1
MN771238.1	MN771238.1
MN771280.1	MN771238.1
MN771363.1	MN771238.1
MN771346.1	MN771238.1
MN771394.1	MN771238.1
KP343818.1	KP343818.1
MN770280.1	KP343818.1
MN770321.1	KP343818.1
MN770787.1	KP343818.1
MN769673.1	KP343818.1
MN770411.1	MN770411.1
MN769471.1	MN770411.1
MN770377.1	MN770411.1
MN770774.1	MN770411.1
MN770365.1	MN770411.1
MN769977.1	MN769977.1
MN771494.1	MN769977.1
MN769947.1	MN769977.1
MN769961.1	MN769977.1
MN770010.1	MN769977.1
MN769162.1	MN769162.1
MN769868.1	MN769162.1
MN769959.1	MN769162.1
MN769668.1	MN769162.1
MN769952.1	MN769162.1
MN770124.1	MN770124.1
MN769184.1	MN770124.1
MN769119.1	MN770124.1
MN769196.1	MN770124.1
MN769086.1	MN770124.1
MN771177.1	MN771177.1
OZ258763.1	MN771177.1
OZ258975.1	MN771177.1
MN770521.1	MN771177.1
MN770756.1	MN771177.1
MN771322.1	MN771322.1
MN771325.1	MN771322.1
MN771327.1	MN771322.1
MN771330.1	MN771322.1
MN771335.1	MN771322.1
MN769748.1	MN769748.1
MN769811.1	MN769748.1
MN769691.1	MN769748.1
MN770203.1	MN769748.1
MN769635.1	MN769748.1
MN769112.1	MN769112.1
MN769474.1	MN769112.1
MN769490.1	MN769112.1
MN769908.1	MN769112.1
MN769762.1	MN769112.1
MN769695.1	MN769695.1
MN769296.1	MN769695.1
MN769812.1	MN769695.1
MN769312.1	MN769695.1
MN769547.1	MN769695.1
MN770011.1	MN770011.1
MN769841.1	MN770011.1
MN769898.1	MN770011.1
MN770988.1	MN770011.1
MN771002.1	MN770011.1
MN770781.1	MN770781.1
MN770477.1	MN770781.1
MN770780.1	MN770781.1
MN770797.1	MN770781.1
MN771149.1	MN770781.1
MN771115.1	MN771115.1
MN771130.1	MN771115.1
MN770755.1	MN771115.1
MN770839.1	MN771115.1
MN771096.1	MN771115.1
MN769589.1	MN769589.1
MN769066.1	MN769589.1
MN769165.1	MN769589.1
MN769462.1	MN769589.1
MN769645.1	MN769589.1
AF291073.1	AF291073.1
NC_014068.1	AF291073.1
MN769699.1	AF291073.1
MN769829.1	AF291073.1
MN771436.1	AF291073.1
MN769480.1	MN769480.1
MN769061.1	MN769480.1
MN769146.1	MN769480.1
MN769944.1	MN769480.1
MN770427.1	MN769480.1
MN769849.1	MN769849.1
MN769883.1	MN769849.1
MN769895.1	MN769849.1
MN769943.1	MN769849.1
MN770025.1	MN769849.1
MN769921.1	MN769921.1
MN770102.1	MN769921.1
MN770085.1	MN769921.1
MN769845.1	MN769921.1
MN770083.1	MN769921.1
MN770353.1	MN770353.1
MN770402.1	MN770353.1
MN770467.1	MN770353.1
MN770705.1	MN770353.1
MN771358.1	MN770353.1
MN770367.1	MN770367.1
MN770391.1	MN770367.1
MN770604.1	MN770367.1
MN770767.1	MN770367.1
MN771382.1	MN770367.1
MN769193.1	MN769193.1
MN769225.1	MN769193.1
MN769079.1	MN769193.1
MN771397.1	MN769193.1
MN771186.1	MN769193.1
MH017548.1	MH017548.1
MH017549.1	MH017548.1
MH017550.1	MH017548.1
MH017551.1	MH017548.1
MH017552.1	MH017548.1
MN770337.1	MN770337.1
MN770368.1	MN770337.1
MN770394.1	MN770337.1
MN770568.1	MN770337.1
MN770400.1	MN770337.1
MN770966.1	MN770966.1
MN770314.1	MN770966.1
MN770982.1	MN770966.1
MN771005.1	MN770966.1
MN771008.1	MN770966.1
MN770525.1	MN770525.1
MN770635.1	MN770525.1
MN770657.1	MN770525.1
MN771247.1	MN770525.1
MN771342.1	MN770525.1
MN769158.1	MN769158.1
MN769779.1	MN769158.1
MN769139.1	MN769158.1
MN769249.1	MN769158.1
MN769601.1	MN769158.1
MN769108.1	MN769108.1
MN769203.1	MN769108.1
MN769631.1	MN769108.1
MN769687.1	MN769108.1
MN769770.1	MN769108.1
MN769684.1	MN769684.1
MN769053.1	MN769684.1
MN769218.1	MN769684.1
MN769243.1	MN769684.1
MN769607.1	MN769684.1
MN771106.1	MN771106.1
MN771127.1	MN771106.1
MN771193.1	MN771106.1
MN771338.1	MN771106.1
MN771341.1	MN771106.1
MN769055.1	MN769055.1
MN769097.1	MN769055.1
MN769317.1	MN769055.1
MN769688.1	MN769055.1
KP343855.1	MN769055.1
MN769416.1	MN769416.1
MN769613.1	MN769416.1
MN769674.1	MN769416.1
MN770176.1	MN769416.1
MN770200.1	MN769416.1
MN771213.1	MN771213.1
MN770648.1	MN771213.1
MN770909.1	MN771213.1
MN771214.1	MN771213.1
MN770715.1	MN771213.1
MN769186.1	MN769186.1
MN769406.1	MN769186.1
MN769328.1	MN769186.1
MN769456.1	MN769186.1
MN769709.1	MN769186.1
MN769686.1	MN769686.1
MN769675.1	MN769686.1
MN769726.1	MN769686.1
MN769807.1	MN769686.1
MN770207.1	MN769686.1
MN769437.1	MN769437.1
MN770943.1	MN769437.1
MN770343.1	MN769437.1
MN770363.1	MN769437.1
MN770130.1	MN769437.1
MN770312.1	MN770312.1
MN770947.1	MN770312.1
MN771094.1	MN770312.1
MN771121.1	MN770312.1
MN770499.1	MN770312.1
MN770146.1	MN770146.1
MZ286293.1	MN770146.1
MN769215.1	MN770146.1
MN769591.1	MN770146.1
MN770171.1	MN770146.1
MN771401.1	MN771401.1
MN770272.1	MN771401.1
MN770445.1	MN771401.1
MN771076.1	MN771401.1
MN770269.1	MN771401.1
KY462758.1	KY462758.1
KY462762.1	KY462758.1
KY462763.1	KY462758.1
KY462766.1	KY462758.1
KY462767.1	KY462758.1
MN770827.1	MN770827.1
MN770831.1	MN770827.1
MN770832.1	MN770827.1
MN770841.1	MN770827.1
MN770987.1	MN770827.1
OZ258617.1	OZ258617.1
OZ258829.1	OZ258617.1
MZ286123.1	OZ258617.1
MW455418.1	OZ258617.1
OZ258684.1	OZ258684.1
OZ258896.1	OZ258684.1
OZ258639.1	OZ258684.1
OZ258851.1	OZ258684.1
OZ258620.1	OZ258620.1
OZ258701.1	OZ258620.1
OZ258832.1	OZ258620.1
OZ258913.1	OZ258620.1
OQ283124.1	OQ283124.1
MT783407.1	OQ283124.1
MW455415.1	OQ283124.1
MH649053.1	OQ283124.1
MZ286094.1	MZ286094.1
MW455356.1	MZ286094.1
MZ286131.1	MZ286094.1
MZ285988.1	MZ286094.1
MN771139.1	MN771139.1
MN769088.1	MN771139.1
MN771441.1	MN771139.1
MN771192.1	MN771139.1
MN769336.1	MN769336.1
MN769230.1	MN769336.1
MN769826.1	MN769336.1
MN771381.1	MN769336.1
OZ258697.1	OZ258697.1
OZ258909.1	OZ258697.1
MN769517.1	OZ258697.1
MN769092.1	OZ258697.1
MN770458.1	MN770458.1
MN770642.1	MN770458.1
MN770729.1	MN770458.1
MN770769.1	MN770458.1
MN770170.1	MN770170.1
MN770356.1	MN770170.1
MN770884.1	MN770170.1
MN771433.1	MN770170.1
MN769040.1	MN769040.1
MN769267.1	MN769040.1
MN769575.1	MN769040.1
MN769557.1	MN769040.1
MN770490.1	MN770490.1
MN770539.1	MN770490.1
MN770734.1	MN770490.1
MN771513.1	MN770490.1
MN769702.1	MN769702.1
MN770178.1	MN769702.1
MN770197.1	MN769702.1
MN770033.1	MN769702.1
MN770748.1	MN770748.1
OZ258773.1	MN770748.1
OZ258985.1	MN770748.1
MN770107.1	MN770748.1
MN770770.1	MN770770.1
MN771064.1	MN770770.1
MN770638.1	MN770770.1
MN770743.1	MN770770.1
MN771265.1	MN771265.1
MN771224.1	MN771265.1
MN771384.1	MN771265.1
MN771389.1	MN771265.1
MN769311.1	MN769311.1
MN769366.1	MN769311.1
MN769495.1	MN769311.1
MN769362.1	MN769311.1
MN771228.1	MN771228.1
MN771340.1	MN771228.1
MN771344.1	MN771228.1
MN771286.1	MN771228.1
MN770359.1	MN770359.1
MN770505.1	MN770359.1
MN770634.1	MN770359.1
MN770747.1	MN770359.1
MN770128.1	MN770128.1
MN770257.1	MN770128.1
OZ258726.1	MN770128.1
OZ258938.1	MN770128.1
MN770091.1	MN770091.1
MN770054.1	MN770091.1
MN770066.1	MN770091.1
MN770110.1	MN770091.1
MN770476.1	MN770476.1
MN770481.1	MN770476.1
MN770629.1	MN770476.1
MN770766.1	MN770476.1
MN770435.1	MN770435.1
MN770668.1	MN770435.1
MN770686.1	MN770435.1
MN771148.1	MN770435.1
MN769403.1	MN769403.1
MN769374.1	MN769403.1
MN769710.1	MN769403.1
MN769813.1	MN769403.1
MN769828.1	MN769828.1
MN770284.1	MN769828.1
MN770288.1	MN769828.1
MN770837.1	MN769828.1
MN769046.1	MN769046.1
MN769127.1	MN769046.1
MN769217.1	MN769046.1
MN769821.1	MN769046.1
MN770204.1	MN770204.1
MN771287.1	MN770204.1
MN771240.1	MN770204.1
MN771301.1	MN770204.1
MN770407.1	MN770407.1
MN770449.1	MN770407.1
MN770370.1	MN770407.1
MN770380.1	MN770407.1
MN769237.1	MN769237.1
MN769295.1	MN769237.1
MN769408.1	MN769237.1
MN771508.1	MN769237.1
MN769189.1	MN769189.1
MN769483.1	MN769189.1
MN769753.1	MN769189.1
MN771082.1	MN769189.1
MN769900.1	MN769900.1
MN770409.1	MN769900.1
MN770571.1	MN769900.1
MN770709.1	MN769900.1
MK212032.1	MK212032.1
NC_075447.1	MK212032.1
MN769098.1	MK212032.1
MN769516.1	MK212032.1
MN769150.1	MN769150.1
MN770340.1	MN769150.1
MN771377.1	MN769150.1
MN770385.1	MN769150.1
MN771137.1	MN771137.1
MN770830.1	MN771137.1
MN769393.1	MN771137.1
MN771490.1	MN771137.1
MN769734.1	MN769734.1
MN769815.1	MN769734.1
MN769394.1	MN769734.1
MN769277.1	MN769734.1
MN770174.1	MN770174.1
MN770609.1	MN770174.1
MN770735.1	MN770174.1
MN770354.1	MN770174.1
MN769283.1	MN769283.1
MN769163.1	MN769283.1
MN769331.1	MN769283.1
MN769655.1	MN769283.1
MN769876.1	MN769876.1
MN769916.1	MN769876.1
MN770004.1	MN769876.1
MN770013.1	MN769876.1
MN769599.1	MN769599.1
MN769646.1	MN769599.1
MN771437.1	MN769599.1
MN771182.1	MN769599.1
MN770994.1	MN770994.1
MN771014.1	MN770994.1
MN771485.1	MN770994.1
MN770924.1	MN770994.1
MN769135.1	MN769135.1
MN769148.1	MN769135.1
MN769291.1	MN769135.1
MN770727.1	MN769135.1
MN769301.1	MN769301.1
MN769327.1	MN769301.1
MN769452.1	MN769301.1
MN769503.1	MN769301.1
MN770136.1	MN770136.1
MN770404.1	MN770136.1
MN770498.1	MN770136.1
MN770620.1	MN770136.1
MN769649.1	MN769649.1
MN769111.1	MN769649.1
MN769284.1	MN769649.1
MN771427.1	MN769649.1
MN770626.1	MN770626.1
MN770768.1	MN770626.1
MN770979.1	MN770626.1
MN770829.1	MN770626.1
MN769207.1	MN769207.1
MN769354.1	MN769207.1
MN769767.1	MN769207.1
MN770587.1	MN769207.1
MN770332.1	MN770332.1
MN770826.1	MN770332.1
MN770996.1	MN770332.1
MN771124.1	MN770332.1
MN771006.1	MN771006.1
MN769424.1	MN771006.1
MN770509.1	MN771006.1
MN769504.1	MN771006.1
MN769258.1	MN769258.1
MN769379.1	MN769258.1
MN769781.1	MN769258.1
MN769114.1	MN769258.1
MN769543.1	MN769543.1
MN769707.1	MN769543.1
MN769069.1	MN769543.1
MN769227.1	MN769543.1
MN769661.1	MN769661.1
MN769378.1	MN769661.1
MN769338.1	MN769661.1
MN769280.1	MN769661.1
MN769082.1	MN769082.1
MN769134.1	MN769082.1
MN769814.1	MN769082.1
MN769095.1	MN769082.1
MN769840.1	MN769840.1
MN769990.1	MN769840.1
MN769893.1	MN769840.1
MN769999.1	MN769840.1
MN769398.1	MN769398.1
MN770135.1	MN769398.1
MN769429.1	MN769398.1
